"ind","catg","headline","body","imageurl","readmoreurl","inblockId"
"136","miscellaneous","LEGO to re-release 5,923-piece Taj Mahal kit","LEGO, which is celebrating the 10th anniversary of its modular building kits, has announced that its 5,923-piece Taj Mahal kit will be re-released on November 27 and will cost around ₹24,000. The set was initially launched in 2008 and was discontinued in 2010. The new kit will feature an extra brick as compared to its predecessor.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4nov/inshorts_image_1509797318797_675.jpg?resize=400px:*","http://indiatoday.intoday.in/story/lego-taj-mahal-set-re-release-creator-expert-10256-5923-piece/1/1082266.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"137","miscellaneous","8,000-year-old jars offer earliest evidence of winemaking","Archaeologists in Georgia have uncovered wine traces within clay pottery dating back to 6,000-5,800 BC, presenting evidence of the world's earliest known winemaking. Researchers found traces of tartaric acid, a substance found in grapes, in the fragments while grape pollen was also found at excavation sites. Previous earliest winemaking evidence was found in Iran, dating back to 5,400-5,000 BC.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/14nov/inshorts_image_1510640375207_927.jpg?resize=400px:*","https://www.theguardian.com/science/2017/nov/13/evidence-of-worlds-earliest-winemaking-uncovered-by-archaeologists?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"138","miscellaneous","3D zebra crossing inspired by India comes up in Iceland","A 3D zebra crossing has been painted in the Icelandic town of Ísafjörður in hopes that the optical illusion will impel drivers to slow down. The 'virtual speed breakers' were installed after the town's environmental representative was inspired by a similar project in New Delhi. Similar 3D crossings were reportedly introduced in Germany, Belgium, Austria, the UK, and Spain.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30oct/inshorts_image_1509342132594_921.jpg?resize=400px:*","https://www.rt.com/news/408097-3d-pedestrian-crossing-iceland/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"139","miscellaneous","Man fails to get McDonald's Egg McMuffin, pulls out gun","A customer at a McDonald's drive-thru in United States' Ohio allegedly pulled out a gun and cursed at an employee on Wednesday after being told there were no Egg McMuffin sandwiches available. The employee said the accused, who appeared to be around 20 years old, also called her a vulgar name. The police have launched an investigation into the incident. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/3nov/inshorts_image_1509695832255_801.jpg?resize=400px:*","http://www.hindustantimes.com/world-news/man-pulls-out-gun-in-ohio-after-failing-to-get-egg-mcmuffin-at-mcdonald-s/story-ei1NPpdj8NAp8KqDsm1GXK.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"140","miscellaneous","Looted art found with Nazi art dealer's son to be displayed","Approximately 1,500 artworks found in the homes of late Cornelius Gurlitt, the son of a Nazi art dealer, will be displayed in exhibitions in Germany and Switzerland next week. The works, some of which are suspected of having been looted by Nazis, were discovered by tax inspectors in 2012. Cornelius had bequeathed them to a museum in Switzerland.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/28oct/inshorts_image_1509191769286_869.jpg?resize=400px:*","https://www.theguardian.com/world/2017/oct/27/works-hoarded-by-son-of-nazi-art-dealer-cornelius-gurlitt-to-go-on-public-display?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"141","miscellaneous","IIT Kharagpur organises campus round of Hult Prize","IIT Kharagpur organised the campus round of Hult Prize on November 5, 2017. The Hult Prize is organised in association with the UN and is the world's largest student social entrepreneurship competition spanning across 106 countries with participation from over 50,000 universities. Team ""LOST"" was declared the winner and will now progress to one of the 15 International regionals.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/8nov/inshorts_image_1510146121712_633.jpg?resize=400px:*","https://www.facebook.com/HultPrizeIITKGP/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"142","miscellaneous","Van Gogh's 1889 painting sells for $81 million at auction","An 1889 canvas by Vincent van Gogh, ""Laboureur dans un champ"", has fetched $81.3 million in an auction at Christie's in New York. The painting was created during the artist's one-year stay at an insane asylum in France. Notably, the auction record for Van Gogh was set in 1990 with the $82.5 million sale of ""Portrait du Dr. Gachet"".","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/14nov/inshorts_image_1510642045461_588.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2017-11-14/van-gogh-s-insane-asylum-view-sells-for-81-3-million-at-auction?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"143","miscellaneous","Rare yellow-gold lobster found in France","A French fisherman has caught a rare yellow-gold lobster in Paimpol Bay. Fisherman Yann Duchesne sold the lobster to an aquarium, and said, ""It's out of the question that he ends up on a plate when you only meet one in your life."" The odds of finding a yellow-gold lobster are one in 30 million, according to experts.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30oct/inshorts_image_1509344491172_231.jpg?resize=400px:*","https://www.rt.com/news/408089-yellow-lobster-northern-france/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"144","miscellaneous","Artist uses her hair to draw attention to sexual harassment","A 21-year-old artist in Ivory Coast sculpted her hair into the image of a man lifting a woman's skirt to draw attention to the #MeToo campaign against sexual harassment. Laetitia Ky said, ""I saw the wave of women who were speaking out, and this touched me immensely."" She had previously sculpted her hair to raise awareness about gun violence.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4nov/inshorts_image_1509786410007_284.jpg?resize=400px:*","http://www.hindustantimes.com/fashion-and-trends/metoo-this-ivory-coast-artist-uses-her-hair-to-draw-attention-to-sexual-harassment/story-MphT2MGRqEDaU96Hk9zyFP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"145","miscellaneous","1 million bees killed after truck crash in US","Around one million bees have been killed after a truck carrying their hives crashed in Northern California, United States. The driver escaped with minor injuries, but authorities were forced to kill the bees by spraying them with soapy water after beekeepers determined their hives could not be salvaged. A beekeeper said the bees were valued at $1 million or more.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4nov/inshorts_image_1509785189922_710.jpg?resize=400px:*","http://www.hindustantimes.com/world-news/1-million-bees-killed-after-northern-california-truck-crash/story-YXPQXcW1nykrnPAsSGMb5O.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"146","miscellaneous","Brazil land registration program slowed deforestation: Study","A US-based study found that Brazil's environmental land registration act has been successful in slowing down the rate of deforestation on private land. Using satellite images from 2006-13, the team claimed that deforestation would have been 10% higher without the act's implementation in 2001. Brazil houses 13% of the world's forests, while also being the second-highest contributor to forest loss.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/2nov/inshorts_image_1509610233883_546.jpg?resize=400px:*","http://extension.oregonstate.edu/news/release/2017/10/new-analysis-shows-brazil-slows-deforestation-land-registration-program?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"147","miscellaneous","WWII submarine containing sailors' remains found after 77yrs","Polish divers have accidentally discovered the wreck of HMS Narwhal, sunk by the German military in 1940 leading to the deaths of 58 British sailors during World War Two. The submarine was bombed after German soldiers intercepted secret codes and deciphered its potential location. It was discovered in the North Sea by divers looking for another submarine lost at sea.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/7nov/inshorts_image_1510052534868_816.jpg?resize=400px:*","http://www.dailymail.co.uk/sciencetech/article-5046397/Wreck-HMS-Narwhal-North-Sea-Polish-divers.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"148","miscellaneous","Japan's longest living dolphin in captivity passes away","A female bottlenose dolphin under human care for over 42 years and 10 months, the longest in Japan, has died at an aquarium, an official said on Thursday. Nana was given an award by Japanese authorities last month for breaking the national record. The dolphin, captured in 1974, was thought to be around 47 years old.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/3nov/inshorts_image_1509681847534_619.jpg?resize=400px:*","http://www.hindustantimes.com/world-news/world-s-longest-living-dolphin-in-captivity-dies-at-japan-aquarium/story-emtgO7v1kkJfJSJ9f9RHnK.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"149","miscellaneous","Dead grasshopper discovered in Vincent van Gogh painting","American paintings conservator Mary Schafer found a dead grasshopper in Vincent van Gogh's Olive Trees painting, while it was being scanned for research. Van Gogh, who is known for painting outdoors, painted Olive Trees in 1889. Schafer said they were curious to know if the grasshopper could be studied further to identify the season in which Olive Trees was painted.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/10nov/inshorts_image_1510307850559_817.jpg?resize=400px:*","https://www.theguardian.com/artanddesign/2017/nov/08/dead-grasshopper-discovered-in-vincent-van-gogh-painting?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"150","miscellaneous","Paintings made by elephant auctioned in Hungary","Three paintings made by 42-year-old elephant Sandra were auctioned for $150 (₹9,700) each in Hungary. ""I only help her with changing the brushes and putting them into paints but she does the rest by herself more or less,"" said Sandra's owner. The money will be offered to an elephant sanctuary in Malaysia.\n\n","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/5nov/inshorts_image_1509889710450_408.jpg?resize=400px:*","http://in.reuters.com/article/hungary-circus-elephant/paintings-by-indian-elephant-auctioned-off-in-hungary-idINKBN1D40NW?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"151","miscellaneous","Genetically modified apple that doesn't brown hits US stores","The 'Arctic apple', modified to silence the genes responsible for producing a browning enzyme, has gone on sale in the US for the first time. Typical apples brown when an enzyme called polyphenol oxidase is exposed to oxygen. The genetically modified apple is sold by a Canada-based company Okanagan Specialty Fruits, which planted its first test apples in 2003.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/9nov/inshorts_image_1510229541476_103.jpg?resize=400px:*","https://twitter.com/NatureNews/status/928571640950218752?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"152","miscellaneous","South Korean First Lady to serve homemade snacks to Trump","South Korean First Lady Kim Jung-sook will serve homemade traditional refreshments to US President Donald Trump and his wife Melania when they arrive in the country today. The refreshments include chocolate-coated dried persimmons, called 'gotgam', and herb tea. An official said, ""First Lady Kim... put her whole mind to the refreshment in order to treat them with the highest respect.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/7nov/inshorts_image_1510044444019_737.jpg?resize=400px:*","http://www.timesnownews.com/international/article/south-korean-first-lady-to-serve-traditional-refreshments-to-trump/120242?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"153","miscellaneous","Toddler with dairy allergy dies after eating cheese sandwich","A three-year-old boy who had a severe allergy to dairy has died from anaphylactic shock after he was fed a grilled cheese sandwich at his New York City preschool. His family said that even though the school staff was aware of his allergy, he was given the sandwich by an adult at school. The Health Department is investigating the incident. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/11nov/inshorts_image_1510396962387_731.jpg?resize=400px:*","http://www.dailymail.co.uk/news/article-5065227/Boy-allergic-dairy-dies-fed-grilled-cheese.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"154","miscellaneous","2 US women and their dogs rescued after 5 months lost at sea","The US Navy on Wednesday rescued two women and their dogs lost at sea for five months after setting off from Hawaii to Tahiti. The two had lost their engine and made distress calls but the signals were not detected. The women, who said they survived as they had stocked enough food, were spotted nearly 1,500 kilometres south-east of Japan. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/27oct/inshorts_image_1509078402688_376.jpg?resize=400px:*","https://www.theguardian.com/us-news/2017/oct/26/two-women-dogs-rescued-five-months-lost-at-sea?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"155","miscellaneous","JK Rowling encourages demotivated writer on Twitter","After 23-year-old aspiring French author Roi-Sorcier d'Angmar tagged Harry Potter author JK Rowling and science fiction author Stephen King in her tweet about feeling demotivated, Rowling responded saying, ""Don't write me. Write like you. Nobody else can do that."" Following this, d'Angmar thanked Rowling, while other Twitter users motivated and encouraged her to complete her work. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/14nov/inshorts_image_1510653259051_982.jpg?resize=400px:*","http://indiatoday.intoday.in/story/jk-rowling-struggling-writer-gets-reply-viral-on-twitter/1/1088998.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"156","miscellaneous","Da Vinci studied corpses to perfect Mona Lisa, says new book","Leonardo da Vinci spent his nights in a hospital's morgue among dead bodies to perfect Mona Lisa's smile in the painting, a new book by Walter Isaacson has claimed. 'Leonardo da Vinci: The Biography' reveals that the painter peeled the skin off the corpses and studied the muscles and nerves underneath to understand how a smile begins to form.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30oct/inshorts_image_1509335375077_823.jpg?resize=400px:*","http://indiatoday.intoday.in/story/when-da-vinci-visited-a-morgue-to-perfect-mona-lisa-smile/1/1077726.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"157","miscellaneous","Drug use suspected after people bark, strip naked in US town","Several people barked like dogs, broke into buildings, stripped and showered in soda water recently in United States' Sullivan town, said the police. Arresting two people, the police said man-made drug Flakka was believed to be the cause of the erratic behaviour. The police added that the people were ""acting out of their minds.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/14nov/inshorts_image_1510658432204_155.jpg?resize=400px:*","https://www.rt.com/usa/409775-naked-flakka-missouri-town/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","kvhdwbg3-1"
"158","miscellaneous","Saunders wins 2017 Man Booker prize for Lincoln in the Bardo","American author George Saunders has won the £50,000 Man Booker prize for 'Lincoln in the Bardo'. The book, which is 58-year-old Saunders' first full-length novel, is based on a real event in 1862 wherein then President Abraham Lincoln visited a cemetery where his son was buried. ""Fiction is a way of making us endure ambiguity and see truth"", Sanders said.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/18oct/inshorts_image_1508297223103_942.jpg?resize=400px:*","https://www.theguardian.com/books/2017/oct/17/man-booker-prize-2017-second-american-author-george-saunders-lincoln-in-the-bardo?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"159","miscellaneous","Why should you drink a glass of juice in the morning?","Eating a light breakfast is a great way to transition your body from a fasting state to an eating state. Fruit is the best way to ""break the fast"" as it contains all the enzymes, minerals and vitamins easily absorbed in the body. A serve of Tropicana 100% juice has as much goodness as 9 fruit nutrients from a fruit.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/14oct/inshorts_image_1508008611303_313.jpg?resize=400px:*","https://www.amazon.in/s/ref=nb_sb_noss_2?url=search-alias%3Daps&field-keywords=tropicana&tropicanavizid2017-21&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"160","miscellaneous","Reliance Digital celebrates this Diwali with 'cracker' deals","This Diwali, Reliance Digital is offering cracker deals with 5% cashback on SBI cards and assured gifts on your purchase of electronics. Reliance Digital is the leading electronics retailer in our country having 2000+ stores spread across 700+ cities Pan India. Visit your nearest store to discover the latest and widest range of electronics with best deals.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/16oct/inshorts_image_1508180834311_258.jpg?resize=400px:*","https://goo.gl/nFQKEm ","t2khbgr9-1"
"161","miscellaneous","Pollution led to economic damage of $4.6 trillion in 2015","Pollution in all its forms caused economic damage of $4.6 trillion in 2015 and killed 9 million people as well, according to a Lancet Commission report. The report states that airborne pollution is the most fatal type, causing about 6.5 million of 9 million deaths. Contaminated water and exposure to dangerous chemicals contribute significantly to the death toll as well.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/20oct/inshorts_image_1508475778990_871.jpg?resize=400px:*","http://www.livemint.com/Politics/IuPNPgtBS2OV5njwN9Hr5M/Pollutions-annual-price-tag-is-46-trillion-and-9-million.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"162","miscellaneous","JK Rowling named Europe's highest-paid celebrity of 2017","JK Rowling, the author of the Harry Potter series, has been named Europe's highest paid celebrity of 2017 by Forbes. Almost half of Rowling's $95 million earnings during a 12-month period came from her co-writing 'Harry Potter and the Cursed Child'. The second position on the list was taken by footballer Cristiano Ronaldo, who earned $93 million.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/18oct/inshorts_image_1508290940750_561.jpg?resize=400px:*","http://www.ibtimes.co.in/europes-highest-paid-celebrities-2017-this-british-author-leading-pack-745864?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"163","miscellaneous","Pink diamond once owned by Napoleon to be auctioned","A 19-carat pink diamond once owned by French rulers like Napoleon Bonaparte and King Louis XIV will be auctioned for the first time in 130 years, Christie's has announced. 'Le Grand Mazarin', which is originally from India's Golconda mines, is expected to fetch up to $9 million (around ₹59 crore). It will be auctioned on November 14 in Geneva.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/20oct/inshorts_image_1508484258820_282.jpg?resize=400px:*","http://www.christies.com/features/Le-Grand-Mazarin-Diamond-in-the-Crown-8625-3.aspx?sc_lang=en&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"164","miscellaneous","We hear you: Kolkata Police after reading #MeToo posts","After thousands of women shared their experiences of sexual assault and harassment using the #MeToo hashtag, Kolkata Police wrote on Facebook, ""we hear every single one of you."" The police added, ""we want you to be very, very angry about the leering, jeering, threats... we are asking you to be not afraid and to report to the police every time."" ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/18oct/inshorts_image_1508316309834_662.jpg?resize=400px:*","https://www.facebook.com/kolkatapoliceforce/posts/378929205874098?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"165","miscellaneous","Letter written on Titanic sells for ₹1 crore at an auction","The last-known letter written on-board by a passenger who died when the Titanic sank was sold for ₹1 crore ($166,000), believed to be a record price. It was written by a first-class passenger to his mother a day before the ship hit the iceberg. Part of the letter reads, ""If all goes well we'll arrive in New York on Wednesday.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/22oct/inshorts_image_1508655787981_665.jpg?resize=400px:*","https://www.theguardian.com/uk-news/2017/oct/21/letter-written-on-titanic-fetches-record-126000-at-auction?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"166","miscellaneous","Einstein's note about happiness surfaces after 95 years","A note about happiness, given by Albert Einstein to a courier in Tokyo, has emerged after 95 years. It says, ""quiet and modest life brings more joy than a pursuit of success bound with constant unrest."" It'll be auctioned alongside another note, also given to the courier by Einstein, who told him the notes may become more valuable than tips.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/10oct/23/nm0m4oxc-1-1508911043850.jpg?resize=400px:*","https://www.rt.com/news/407480-einstein-happy-theory-auction/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"167","miscellaneous","1964 Asterix illustration fetches ₹11 crore in Paris auction","An original illustration for the cover of an Asterix comic fetched €1.4 million (nearly ₹11 crore) in Paris on Friday, the Drouot auction house announced. The drawing for the 1964 'Asterix and the Banquet' fetched over seven times the expected price and was signed by Asterix creators Albert Uderzo and René Goscinny. Another Asterix cover illustration fetched €1.2 million.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/14oct/inshorts_image_1507955840420_643.jpg?resize=400px:*","https://www.theguardian.com/books/2017/oct/14/good-gaul-asterix-illustration-sells-for-record-14m-in-paris?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"168","miscellaneous","IIT Kanpur to host cultural festival Antaragni from Oct 26-29","IIT Kanpur will be hosting its annual cultural festival, Antaragni from 26th-29th October. Antaragni in its 52nd edition will be a host to a variety of competitions ranging from music, dance and drama to debates, slam poetry and fashion shows. The headline events at the fest include performances by artists like KSHMR, Skyharbor, Euphoria, Vishal & Shekhar.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/24oct/inshorts_image_1508847901748_530.jpg?resize=400px:*","https://antaragni.in/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"169","miscellaneous","Man flies 8,000 ft above S Africa using 100 helium balloons","A British adventurer Tom Morgan flew 8,000 feet above South Africa by attaching 100 colourful helium balloons to a camping chair. ""It was completely silent and the view was amazing, the whole thing was magical but I don't think it will be a commercial success,"" said Morgan, who raises money for charity with stunts around the world.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/26oct/inshorts_image_1509023325316_186.jpg?resize=400px:*","https://www.youtube.com/watch?v=M76Yl8Oor8Y&feature=youtu.be&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"170","miscellaneous","Library finds homeless people were hiding books to read them","Staffers at a New Zealand library have found that homeless people were hiding books in the premises to come back and read them as the books couldn't be borrowed without a home address. Following this, a shelf at the Auckland-based library was dedicated for the homeless to store their books. Staffers will also show discretion with homeless readers regarding fines.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/18oct/inshorts_image_1508304090592_386.jpg?resize=400px:*","https://www.theguardian.com/world/2017/oct/18/new-zealand-library-auckland-hiding-cracks-case-missing-books?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"171","miscellaneous","Millions take part in 'California ShakeOut' earthquake drill","Millions of people across United States' California participated in an annual earthquake drill on Thursday, as part of 'The Great California ShakeOut'. The drill, held yearly since 2008, aims to increase preparedness in the event of an earthquake. The Federal Emergency Management Agency said, ""It's not if, it's when it's going to happen. Disasters don't plan ahead but you can.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/21oct/inshorts_image_1508578066526_599.jpg?resize=400px:*","https://www.shakeout.org/california/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"172","miscellaneous","9-yr-old girl dies as 150 kg woman sits on her as punishment","A nine-year-old girl in United States' Florida died after her 64-year-old cousin, weighing nearly 150 kilograms, allegedly sat on her for 12 minutes as a punishment. Veronica Green Posey, who was charged with homicide, told police she sat on the girl because the latter was ""out of control."" Further, the deceased's parents have been charged with child neglect. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/17oct/inshorts_image_1508236523966_214.jpg?resize=400px:*","http://www.dailymail.co.uk/news/article-4987416/Woman-weighing-325lbs-fatally-SITS-nine-year-old-girl.html?ito=social-twitter_dailymailus&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"173","miscellaneous","'Black is Beautiful' advert for toilet paper sparks outrage","The Brazil-based manufacturers of toilet paper 'Personal VIP Black' have been accused of racism for using the slogan 'Black is Beautiful' in advertisements starring a white actress. Notably, 'Black is beautiful' was a cultural movement started by African Americans in the US in the 1960s. ""In Brazil #Blackisbeautiful is not a cause, now is toilet paper,"" a Twitter user wrote.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/25oct/inshorts_image_1508923799955_439.jpg?resize=400px:*","https://www.theguardian.com/world/2017/oct/24/brazil-toilet-paper-black-is-beautiful-advert-outrage?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"174","miscellaneous","Nigerian varsity hires snake charmers after death of student","A Nigerian university has hired snake charmers after the death of a student who was bitten by a snake earlier this month. Dean of Students' Affairs, Dr Suleiman Kankara said the university was planning on hiring snake charmers prior to the incident. Notably, snake charming is a common form of street performance in the country. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/24oct/inshorts_image_1508837396639_228.jpg?resize=400px:*","https://www.rt.com/news/407578-nigerian-university-hires-snake-charmers/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"175","miscellaneous","Pilot dies as jet crashes after Spain National Day parade","A pilot died after a Eurofighter jet crashed on Thursday after participating in a parade for Spain's National Day, the Defence Ministry said. It said the pilot didn't have time to jump out of the jet. Its Chief of Staff tweeted, ""Rest in peace, comrade. Thank you for helping us to celebrate the day you have given your life for.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/13oct/inshorts_image_1507887774038_970.jpg?resize=400px:*","http://www.hindustantimes.com/world-news/eurofighter-jet-crashes-in-spain-killing-pilot/story-LpBk4h6C3uIOv5iuToFHsL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"176","miscellaneous","Man arrested for shoving railway employee onto train tracks","A man has been arrested after shoving a 59-year-old cleaner onto the train tracks at a railway station in Hong Kong. CCTV footage showed the man, whose motive remains unknown, walking away after the incident. The employee suffered injuries to her jaw but managed to escape the tracks before any trains passed through the railway station. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/24oct/inshorts_image_1508839013107_498.jpg?resize=400px:*","https://www.youtube.com/watch?v=l6CtrfVGWLk&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"177","miscellaneous","Moustachioed Mona Lisa painting sells for ₹4.8 cr in Paris","A reproduction of Italian artist Leonardo Da Vinci's Mona Lisa, on to which American-French painter Marcel Duchamp pencilled a beard and moustache, has sold for over ₹4.8 crore at an auction in Paris. Duchamp's version of the Mona Lisa was created in 1964 by the artist who is seen as the father of conceptual art.\n\n","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/22oct/inshorts_image_1508657291404_578.jpg?resize=400px:*","https://www.theguardian.com/artanddesign/2017/oct/22/marcel-duchamps-moustachioed-mona-lisa-sells-for-750000-dollars?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle#link_time=1508648906 ","t2khbgr9-1"
"178","miscellaneous","Malaysian man dies in human steaming ritual during festival","A self-proclaimed magic-man died during a human steaming ritual on Monday during a Taoist festival in Malaysia. Aiming to cleanse his soul, Lim Ba sat on a pan with a fire burning underneath, and was covered by a lid. Devotees removed the cover after hearing knocks from within, but the 68-year-old stopped breathing by the time the ambulance arrived.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/26oct/inshorts_image_1508989250201_392.jpg?resize=400px:*","http://www.hindustantimes.com/world-news/malaysian-man-dies-in-bizarre-human-steaming-stunt/story-GuBYmjroD6m9vbga8joC5I.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"179","miscellaneous","2 US women and their dogs rescued after 5 months lost at sea","The US Navy on Wednesday rescued two women and their dogs lost at sea for five months after setting off from Hawaii to Tahiti. The two had lost their engine and made distress calls but the signals were not detected. The women, who said they survived as they had stocked enough food, were spotted nearly 1,500 kilometres south-east of Japan. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/27oct/inshorts_image_1509078402688_376.jpg?resize=400px:*","https://www.theguardian.com/us-news/2017/oct/26/two-women-dogs-rescued-five-months-lost-at-sea?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
"180","miscellaneous","Harry Potter series pitch rejected by publishers on display","Harry Potter author JK Rowling's original series pitch letter, which was rejected by 12 publishers before being accepted by Bloomsbury, has gone on display at an exhibition in London. The Harry Potter-themed exhibition at The British Library also features early drawings of Hogwarts School, crystal balls and broomsticks. Rowling has said, ""The British Library has done an incredible job.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/25oct/inshorts_image_1508916511579_146.jpg?resize=400px:*","https://t.co/sXBH6cUs79?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","t2khbgr9-1"
