"ind","catg","headline","body","imageurl","readmoreurl","inblockId"
"142","sports","Kidambi Srikanth conferred with Padma Shri award","Indian shuttler Kidambi Srikanth has been conferred with Padma Shri, India's fourth-highest civilian honour. Alongside Srikanth, 2017 World Weightlifting champion in the 48 kg category, Saikhom Mirabai Chanu, and Asian Games gold medalist former tennis player Somdev Devvarman were also conferred with the award. India's first Paralympic gold medalist Murlikant Petkar was also given the award.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/26jan/inshorts_image_1516957752296_436.jpg?resize=400px:*","https://www.hindustantimes.com/cricket/ms-dhoni-pankaj-advani-chosen-for-padma-bhushan-award/story-r3Jad5FAlMkqw03NgY9r0M.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"143","sports","Bopanna enters maiden Australian Open mixed doubles semis","India's Rohan Bopanna has entered the Australian Open mixed doubles semi-finals for the first time in his career. Bopanna and his partner Timea Babos of Hungary defeated defending champions Juan Sebastian Cabal and Abigail Spears with a scoreline of 6-4, 7-6(7-5) in the quarter-finals on Wednesday. Bopanna has won one Grand Slam mixed doubles title so far.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516817761639_173.jpg?resize=400px:*","https://www.hindustantimes.com/tennis/rohan-bopanna-timea-babos-enter-semis-of-australian-open-mixed-doubles/story-3NUzX07f4taEMb373PzXBM.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"144","sports","India lead South Africa by 42 runs after Day 2","India ended the second day of the third Test in Johannesburg at 49/1 on Thursday, leading South Africa by 42 runs in the second innings. Earlier, pacer Jasprit Bumrah registered his maiden five-wicket haul in Test cricket as South Africa were bundled out for 194 runs in the first innings. Hashim Amla smashed his Test career's 37th fifty.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/25jan/inshorts_image_1516894622966_553.jpg?resize=400px:*","https://www.icc-cricket.com/match/7015?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"145","sports","I just signed your death warrant: Judge to ex-gymnastics doc","While giving a jail sentence of up to 175 years to ex-USA gymnastics team doctor Larry Nassar for sexual assault of over 160 women, Judge Rosemarie Aquilina told him, ""I've just signed your death warrant."" Judge Aquilina said it was her ""honour and privilege"" to sentence him. ""You do not deserve to walk outside a prison ever again,"" she added.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/25jan/inshorts_image_1516878930511_472.jpg?resize=400px:*","https://youtu.be/YL1rHcw9064?t=323&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"146","sports","Player apologises for saying gay club left eyes 'bleeding'","Australian Open quarter-finalist Tennys Sandgren has apologised for his 2012 tweet wherein he stated that a visit to a gay club ""left his eyes bleeding"". This comes after the 26-year-old was slammed for his political beliefs over his Twitter activity. Later, Sandgren deleted almost all of his tweets and accused the media of ""demonising"" and ""propaganda"". ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/26jan/inshorts_image_1516969679375_716.jpg?resize=400px:*","https://www.hindustantimes.com/tennis/australian-open-tennis-tenny-sandgren-apologises-over-tweet-about-visiting-gay-club/story-mSohnCZn6rw5XnFlpULhCK.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"147","sports","SA captain leaves ball, gets bowled out by Jasprit Bumrah","South African captain Faf du Plessis shouldered his arms to a Jasprit Bumrah delivery and was bowled out after the ball brushed his pads and hit the off-stump in the 42nd over in the third Test on Thursday. Du Plessis, dismissed for 8(19), was first of Bumrah's five wickets. Bumrah ended with figures of 18.5-2-54-5, his first Test five-wicket haul.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/25jan/inshorts_image_1516890191741_601.jpg?resize=400px:*","https://www.sonyliv.com/details/highlights/5719220993001/3rd-Test---Day-2---Session-2---Highlights---South-Africa-vs-India---25th-January,-2018?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"148","sports","Karun Nair hits 51-ball hundred, his second in five T20s","India's second test triple centurion Karun Nair slammed a 51-ball ton in a T20 match against Jharkhand on Wednesday, his second in the last five matches. Nair smashed seven sixes and eight fours in his knock of 100(52) and helped Karnataka put up a total of 201/4. Jharkhand were bowled out for 78 as Karnataka sealed a 123-run win.  ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516809292431_866.jpg?resize=400px:*","http://www.cricketcountry.com/news/syed-mushtaq-ali-t20-trophy-karun-nairs-51-ball-100-hands-karnataka-massive-win-over-jharkhand-680613?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"149","sports","Afghanistan thrash NZ to enter U-19 WC semis for first time","Afghanistan defeated hosts New Zealand by 202 runs on Thursday to reach the semi-finals of the ICC Under-19 World Cup for the first time. As many as four Afghan batsmen slammed over 60 runs in the match. Afghanistan will face Australia in the semi-final while Pakistan will face winner of the quarter-final match between India and Bangladesh. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/25jan/inshorts_image_1516878992945_491.jpg?resize=400px:*","https://www.icc-cricket.com/match/6500?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"150","sports","Cop keeps wickets as boy plays cricket on Srinagar street","A picture of a boy playing cricket with a policeman, in the role of a wicket-keeper on a street in Srinagar, has surfaced online. In the picture, the riot shield of the policeman can be seen being used as wickets. Reacting to the picture, a user wrote, ""It is not just a pic but it presents millions of messages.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/25jan/inshorts_image_1516884281642_218.jpg?resize=400px:*","http://www.timesnownews.com/the-buzz/article/jammu-and-kashmir-srinagar-jamia-masjid-kashmiri-boy-cricket-policeman-security-forces-facebook/192303?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"151","sports","Ronaldo-less R Madrid dumped out of King's Cup by neighbours","Real Madrid, playing without forwards Cristiano Ronaldo and Gareth Bale, were knocked out of the Copa del Rey (King's Cup) in the quarterfinals on away goals after losing 1-2 to Leganes in the second leg. Elsewhere, Arsenal registered a comeback 2-1 win over Chelsea on Wednesday to enter their first League Cup final in seven years.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/25jan/inshorts_image_1516886060962_492.jpg?resize=400px:*","https://www.theguardian.com/football/2018/jan/24/real-madrid-copa-del-rey-leganes-defeat?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"152","sports","IPL auctions come every year, not WC: Dravid to U-19 team","Talking about the India U-19 team ahead of the IPL auctions and World Cup quarter-final, coach Rahul Dravid revealed that he has told the team to keep the auction out of their minds. ""There is an auction every year, but not every year will they have an opportunity to play for India in possibly a World Cup semi-final,"" he said.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/25jan/inshorts_image_1516892257641_709.jpg?resize=400px:*","https://www.hindustantimes.com/cricket/ipl-auction-rahul-dravid-urges-indian-team-to-focus-on-icc-u-19-cricket-world-cup/story-rdRQ1UemkgGMBeaYe7LKCO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"153","sports","Jasprit Bumrah takes his first 5-wicket haul in Tests","Jasprit Bumrah on Thursday took his maiden five-wicket haul in Tests, becoming the fourth Indian pacer to take a five-for in a Test in South Africa. Javagal Srinath, Venkatesh Prasad and Sreesanth are the other three Indian pacers who have achieved the feat in South Africa. Bumrah, playing just his third Test, registered figures of 18.5-2-54-5 in the first innings.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/25jan/inshorts_image_1516891471645_218.jpg?resize=400px:*","https://www.icc-cricket.com/match/7015?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"154","sports","India beat Belgium 5-4 in Four Nations Invitational c'ship","India defeated world number three side Belgium 5-4 in their second match of the second leg of the Four Nations Invitational Tournament in New Zealand on Thursday. For India, Rupinder Pal Singh scored a brace. India had earlier lost 1-2 to Belgium, the Olympic silver medalists, in the final of the first leg of the tournament.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/26jan/inshorts_image_1516935838355_628.jpg?resize=400px:*","https://www.indiatoday.in/sports/hockey/story/four-nations-hockey-india-register-thrilling-5-4-win-over-belgium-1154036-2018-01-25?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"155","sports","World's 2nd costliest player debuts for Barcelona in 2-0 win","Philippe Coutinho, who recently became the world's second-most expensive footballer, made his debut for Barcelona in their 2-0 win over Espanyol in the Copa del Rey on Thursday. The former Liverpool player, who made the £142-million move earlier this month, replaced Barcelona captain Andrés Iniesta on the 68-minute mark. The match saw first-half goals from Luis Suarez and Lionel Messi.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/26jan/inshorts_image_1516941747605_321.jpg?resize=400px:*","https://www.theguardian.com/football/2018/jan/25/coutinho-barcelona-debut-liverpool-142m-move-espanyol-copa-del-rey?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"156","sports","England lose 5 wickets for 8 runs in 4th ODI loss vs Aus","Australia defeated England by three wickets in the fourth ODI at Adelaide on Friday, reducing England's lead in the five-match series to 3-1. Batting first, England lost their first five wickets for just eight runs, with four players getting out on ducks, before recovering to score 196. Australia chased down 196 in 37 overs helped by Travis Head's 96-run knock.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/26jan/inshorts_image_1516968238835_172.jpg?resize=400px:*","https://www.icc-cricket.com/match/7015?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle#scorecard ","gwihvz3z-1"
"157","sports","Dhanyavaad Mahi: Rhodes after family goes to SA with Dhoni","Former cricketer Jonty Rhodes took to Twitter to share a picture of his kids India and Nathan travelling to South Africa with ex-India captain MS Dhoni. He revealed his kids gave advice to Dhoni on how to play in South Africa, to which Dhoni said, ""Mujhe pata hai."" Adding that his kids were in safe hands, Rhodes tweeted, ""Dhanyavaad Mahi.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/25jan/inshorts_image_1516871761949_642.jpg?resize=400px:*","https://twitter.com/JontyRhodes8/status/956380077045923840?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"158","sports","India beat hosts NZ in second leg of Four Nations Tournament","The Indian men's hockey team defeated hosts New Zealand 3-2 in their opening match in the second leg of Four Nations Invitational Tournament at Hamilton on Wednesday. Lalit Upadhyay, Harjeet Singh and Rupinder Singh scored a goal each for India. The Indian team will play against Belgium in their second match on Thursday.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516814610405_109.jpg?resize=400px:*","http://hockeyindia.org/news/determined-indian-mens-hockey-team-beat-new-zealand-3-2.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","gwihvz3z-1"
"159","sports","India has never lost a Test match in Johannesburg","Team India has played four Test matches at The Wanderers Stadium in Johannesburg, winning one and drawing the other three. India's Test win at the stadium came in 2006 when Sreesanth's five-wicket haul helped India dismiss South Africa for 84 runs in first innings. In India's previous Test in Johannesburg, Virat Kohli slammed 119 and 96 to help India draw.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/23jan/inshorts_image_1516748046019_396.jpg?resize=400px:*","https://www.sportskeeda.com/cricket/south-africa-vs-india-2018-numbers-wanderers-before-3rd-test?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"160","sports","Cricket SA uses Ashwin's pic while congratulating Pujara","Cricket South Africa on Wednesday mistakenly used Indian off-spinner Ravichandran Ashwin's picture while congratulating Cheteshwar Pujara for scoring 50 in the first innings of the third Test. Pujara, who scored his first run off the 54th ball he faced, reached 50 off his 173rd delivery before getting out for 50(179). ""Use some specs or check before tweeting,"" a user reacted.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516801611718_651.jpg?resize=400px:*","https://twitter.com/OfficialCSA/status/956158401150619648?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"161","sports","India has played 35 unique teams in all 35 Tests under Kohli","Virat Kohli, who is playing his 35th Test as captain against South Africa in Johannesburg, has fielded a different playing XI in each of the Tests. Kohli has used 28 different players in these 35 matches, with Ravichandran Ashwin featuring in 33 Tests, the most by any player under Kohli's captaincy. Further, there have been six debutants under Kohli's captaincy.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516793979852_917.jpg?resize=400px:*","https://www.icc-cricket.com/match/7015?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"162","sports","Pollard becomes first cricketer to play 400 T20 matches ","Windies' all-rounder Kieron Pollard has become the first cricketer to play 400 T20 matches, achieving the feat while playing for Melbourne Renegades against Adelaide Strikers in the BBL on Monday. Apart from Melbourne Renegades, Pollard has represented 11 other domestic teams including IPL franchise Mumbai Indians. Pollard has scored 7,853 runs and taken 245 wickets in 401 T20s so far.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516811144720_960.jpg?resize=400px:*","https://www.hindustantimes.com/cricket/kieron-pollard-becomes-first-cricketer-to-reach-this-unique-t20-feat/story-zdMpsRUatEOllfdIcR9v1N.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"163","sports","Pujara takes 54 balls to score his 1st run in third Test","Indian batsman Cheteshwar Pujara took 54 balls and nearly 80 minutes to get off the mark in the first innings of the third Test against South Africa on Wednesday. Rajesh Chauhan holds the record for India for playing the most balls (57) to open his account while the world record was set by England's John Murray (80 balls) in 1963.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516787704678_631.jpg?resize=400px:*","https://www.icc-cricket.com/match/7015?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"164","sports","Players changed next to rats in India: U-17 FIFA WC Director","FIFA Under-17 World Cup tournament Director Javier Ceppi has said it was tough to host the event in India and revealed he witnessed footballers changing next to rats. Adding that Indian system doesn't care about fans or players, he said the tournament wasn't a success for the fans. ""In India things can come up in the 27th hour,"" he added.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516787210375_799.jpg?resize=400px:*","https://www.hindustantimes.com/football/rats-in-dressing-room-and-more-fifa-u-17-world-cup-director-javier-ceppi-reveals-ugly-side/story-cXDuAKsEf5quGwNPUDbwtJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"165","sports","Unsure if Kohli a long-term captaincy option: Ex-SA captain","Former South African captain Graeme Smith has said he is ""not sure"" if Virat Kohli is a ""long-term captaincy option"" for Team India. Smith added that Kohli's reaction to situations can sometimes have a negative impact on the team. ""I think he needs someone in his environment who can constructively challenge him with different ideas...help him grow,"" Smith said. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/23/whnpr2gh-1-1516721356204.jpg?resize=400px:*","http://www.ibtimes.co.in/graeme-smith-hints-captain-virat-kohli-cant-grow-under-coach-ravi-shastri-757920?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"166","sports","Pujara scores no runs in first 53 balls, 50 in the next 120","Indian batsman Cheteshwar Pujara got to his half-century in 173 balls after taking over 50 balls to get off the mark in the third Test against South Africa. This was Pujara's 17th half-century in Test cricket. Virat Kohli and Pujara were the only Indian batsmen to reach double figures by the time he was dismissed, scoring 54 and 50 respectively.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/24/wklgesmv-2-1516804543019.jpg?resize=400px:*","https://www.icc-cricket.com/match/7015?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle#scorecard ","whnpr2gh-1"
"167","sports","11-year-old girl to represent Wales in Commonwealth Games","Eleven-year-old table tennis player Anna Hursey has been named in Wales' squad for the upcoming Commonwealth Games. Hursey is believed to be the youngest athlete to represent Wales at any sport at senior level, having played in the country's table tennis team last year at the age of 10. Hursey took up table tennis at the age of five. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516800802165_652.jpg?resize=400px:*","https://www.reuters.com/article/us-table-tennis-wales-hursey/wales-name-11-year-old-hursey-in-commonwealth-games-squad-idUSKBN1FD1B3?feedType=RSS&feedName=sportsNews&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+reuters%2FsportsNews+%28Reuters+Sports+News%29&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"168","sports","'Sachin: A Billion Dreams' wins 2 awards in Tehran","Former cricketer Sachin Tendulkar's biopic 'Sachin: A Billion Dreams' has won two awards at the recently concluded 11th Tehran International FICTS Festival 2018. The biopic's director James Erskine got the award for the 'Best Director of a Long Documentary', and an honorary diploma. Producer Ravi Bhagchandka received the 'Special Award for the Best Film' in the Long Documentary section. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/23jan/inshorts_image_1516714635716_613.jpg?resize=400px:*","https://www.hindustantimes.com/cricket/sachin-a-billion-dreams-wins-two-awards-at-tehran-international-ficts-fest/story-FWRjuTZ4QUrjFp7re3ZYEJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"169","sports","Rahane gets caught on 3 in comeback Test, saved by no-ball","Indian middle-order batsman Ajinkya Rahane got caught behind on 3 during the third South Africa Test on Wednesday but survived as replays showed the delivery was a no-ball. Rahane is making a comeback to the Indian playing XI after being dropped for the first two Test matches. However, he later got out for 9(27) off a Morne Morkel delivery.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516804018574_191.jpg?resize=400px:*","https://www.icc-cricket.com/match/7015?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"170","sports","Be patient with Kohli, he will get better: Ganguly","Defending Virat Kohli over criticism of his captaincy, former India captain Sourav Ganguly said that it is important to be patient as the ongoing South Africa tour is his ""first big overseas tour"". Adding that nobody is a born leader, Ganguly said, ""It's important that leaders are allowed to develop...I'm convinced Kohli will keep getting better at this.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516799018913_704.jpg?resize=400px:*","http://www.timesnownews.com/sports/cricket/article/india-vs-south-africa-sourav-ganguly-warns-virat-kohli-against-omitting-r-ashwin-in-3rd-test/191984?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"171","sports","SA end Day 1 at 6/1 after bowling India out for 187 runs","South Africa ended the opening day of the third Test in Johannesburg at 6/1 on Wednesday, trailing India by 181 runs. Earlier, India were dismissed for 187 as Cheteshwar Pujara and captain Virat Kohli scored fifties. With his 106-ball 54, Kohli became the first Asian captain to make two 50+ scores in a Test series in South Africa. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516808288212_182.jpg?resize=400px:*","https://www.icc-cricket.com/match/7015?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"172","sports","Fan hacks India pacer's FB account, sends 'I love you' texts","A fan allegedly hacked Facebook and other social media accounts of Indian pacer Mohammed Siraj and sent 'I love you' messages to the pacer's friends. Following a complaint by Siraj, police tracked the culprit and found him to be a 14-year-old boy, whose brother is Siraj's friend. Later, Siraj took to Instagram and thanked Telangana Police for recovering his accounts.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516796294888_292.jpg?resize=400px:*","http://www.timesnownews.com/sports/cricket/article/mohammed-sirajs-social-media-accounts-compromised-hacker-sends-i-love-you-messages-to-all-friends/191901?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"173","sports","Player joins Twitter after reaching his 1st Grand Slam semis","World number 58 Hyeon Chung joined microblogging site Twitter after reaching the Australian Open semi-finals on Wednesday. The 21-year-old defeated US' Tennys Sandgren in straight sets to enter Grand Slam semi-finals for the first time in his career. ""First Grand Slam semifinal, first tweet. Hello and thank you all for your support,"" Chung's first tweet read.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516799120193_793.jpg?resize=400px:*","https://twitter.com/ATPWorldTour/status/956066007944220672?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"174","sports","Roger Federer reaches his 43rd Grand Slam semi-final","Switzerland's nineteen-time Grand Slam champion Roger Federer will face South Korea's first-ever Grand Slam semi-finalist Hyeon Chung in his 43rd Grand Slam semi-final on Friday. World number two Federer defeated Tomas Berdych in straight sets on Wednesday. World number 58 Chung, who ousted six-time champion Novak Djokovic, beat USA's 97th-ranked Tennys Sandgren earlier on Wednesday. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516797750586_173.jpg?resize=400px:*","https://www.youtube.com/watch?v=qfEPXo1JJ64&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"175","sports","Man Utd's new no. 7 washed cars, did somersaults for money","Manchester United's new number 7 Alexis Sanchez used to wash cars and do somersaults on the streets when he was six years old to support his family in Chile. Sanchez's father abandoned the family when he was a toddler, while his mother was a cleaner and would also sell fish. Sanchez joined Manchester United from Arsenal on Monday.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/23jan/inshorts_image_1516708173176_655.jpg?resize=400px:*","https://www.sportskeeda.com/football/7-facts-you-did-not-know-about-alexis-sanchez?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"176","sports","Basketball player suffering from brain tumour helps team win","Indian female basketball player Poonam Chaturvedi, who is suffering from brain tumour, scored 44 points to help Chhattisgarh beat Karnataka 79-78 in the semi-final of Senior National Basketball Championship. The 22-year-old was diagnosed with brain tumour in 2014 and has been undergoing treatment ever since. With a height of 6 feet 11 inches, she is India's tallest female basketball player. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516800496935_234.jpg?resize=400px:*","https://www.newsbytesapp.com/timeline/Sports/15307/77282/playing-against-the-odds-basketball-player-poonam-chaturvedi?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"177","sports","NBA player congratulates himself ahead of scoring 30000 pts ","NBA player LeBron James, who has scored 29,993 career points, congratulated himself on Instagram for his pending achievement of reaching the 30,000-point mark. ""I know it's never been a goal of yours from the beginning try(please try) to take a moment for yourself on how you've done it,"" he wrote. James will become the seventh player to score 30,000 points.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/23jan/inshorts_image_1516727884012_872.jpg?resize=400px:*","https://www.instagram.com/p/BeTAoFBBxbG/?taken-by=kingjames&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"178","sports","Need support, not tweets: India's Blind WC-winning captain","Ajay Reddy, the captain of India's Blind World Cup-winning cricket team said, ""Sachin (Tendulkar) sir and PM Narendra Modi are tweeting congratulations, but no one comes out and offers support. We don't need tweets."" Reddy pointed out that unlike India, the Pakistani blind cricket team gets regular salaries and is supported by the country's cricket board.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/23jan/inshorts_image_1516722207819_181.jpg?resize=400px:*","https://www.hindustantimes.com/cricket/need-support-not-tweets-a-plea-from-india-s-blind-cricket-world-cup-winning-team/story-daXAQogt0H7kptljjqTwLL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"179","sports","Tennis player's mom breaks rib while celebrating son's win ","American tennis player Tennys Sandgren's mother Lia broke her rib while celebrating her son's fourth-round victory at the Australian Open. Lia revealed her neighbours were dancing around with her when she tripped on the carpet and fell backward onto the table. ""I've spent most of this week in bed, watching from the comfort of my bed,"" she said.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/23jan/inshorts_image_1516717801042_116.jpg?resize=400px:*","https://www.atpworldtour.com/en/news/sandgren-mother-australian-open-2018?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"180","sports","BCCI panel to review Team India's performance in SA","BCCI's Committee of Administrators (CoA) has said that it will review India's performance in South Africa following the tour's conclusion. ""We will review the performance after getting the full report from the team manager,"" an official said. This comes after the Indian team received criticism after losing the first two Test matches against South Africa.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/23jan/inshorts_image_1516722332858_641.jpg?resize=400px:*","https://www.indiatoday.in/pti-feed/story/coa-to-review-indias-test-debacle-in-south-africa-1152182-2018-01-23?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"181","sports","Pujara has no Aadhaar, can't open his account, tweets user","Reacting to Cheteshwar Pujara scoring his first run after 53 balls against South Africa on Wednesday, a user wrote, ""Pujara's like a person who walks into a bank without an Aadhaar number. Just can't open his account."" Other tweets read, ""In parallel universe. Pujara playing with 100+ strike rate#IndvSA,"" and, ""Quality 50 by Pujara. What a knock. 0* off 50.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516790259156_505.jpg?resize=400px:*","https://repository.inshorts.com/full-page/inshorts/c3abd03f-6937-4d79-966d-828317b706a4?type=DETAILED_NEWS&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"182","sports","B'desh opener sets world record for most ODI runs at 1 venue","Bangladesh's Tamim Iqbal, during his 76-run knock against Zimbabwe on Tuesday, overtook ex-Sri Lankan captain Sanath Jayasuriya to record most ODI runs on a single venue. Iqbal has hit 2,549 runs in 74 ODIs at Dhaka's Sher-e-Bangla National Stadium, while Jayasuriya recorded 2,514 runs at Colombo's Premadasa Stadium. Iqbal also became the first Bangladeshi to hit 6,000 ODI runs.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516796578735_763.jpg?resize=400px:*","http://www.cricketcountry.com/series/bangladesh-tri-nation-series-2018-200827/live-scores/bangladesh-vs-zimbabwe-live-cricket-score-match-5-185713-summary.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"183","sports","Yousuf asks Pakistan captain to consult MS Dhoni over form","Former cricketer Mohammad Yousuf has said Pakistan captain Sarfraz Ahmed should seek MS Dhoni's advice to get back his fitness and form. ""Dhoni led India admirably in all formats for a long time...Nothing wrong in giving Dhoni a call and chatting with him,"" he said. This comes after Ahmed scored just 79 runs in five ODIs against New Zealand.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516791423217_886.jpg?resize=400px:*","http://www.india.com/sports/mohammad-yousuf-asks-pakistan-captain-sarfraz-ahmed-to-seek-advice-from-mahendra-singh-dhoni-2859428/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
"184","sports","Man makes basketball shot from 200 mts, breaks world record","Australian YouTube channel 'How Ridiculous' has broken its own previously set world record for the greatest height from which a basketball shot is made. Atop a Southern African waterfall, the channel's Derek Herron managed to net a basketball from a little over 200 metres, bettering their own world record of 180 metres, which was set in November 2016.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/24jan/inshorts_image_1516786025941_631.jpg?resize=400px:*","https://www.youtube.com/watch?v=trW9rxpSBxA&t=45&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","whnpr2gh-1"
