"ind","catg","headline","body","imageurl","readmoreurl","inblockId"
"180","business","Adani Group to invest ₹750 crore in West Bengal","The Adani Group on Wednesday said it would invest ₹750 crore to double the capacity of the company's edible oil refinery at Haldia in West Bengal. ""We have created 4,500 direct-indirect jobs in Bengal,"" Adani Wilmar MD Pranav Adani said. He further added that the company will also be exploring agri-logistics and warehousing.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/17jan/inshorts_image_1516197738662_157.jpg?resize=400px:*","http://www.businesstoday.in/current/corporate/mukesh-ambani-adani-group-to-pump-in-rs-750-crore-in-west-bengal/story/268240.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","6sucfnhn-1"
"181","business","Device mines cryptocurrencies based on breath rate","A device called 'Breath' has been developed which mines cryptocurrency via human respiration. It measures how much air is inhaled and exhaled by your lungs and then the data is sent to a small computer mining on the Monero blockchain. The user's breath determines the computer's hash rate, which then determines how much Monero the computer can mine.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/13jan/inshorts_image_1515850310673_450.jpg?resize=400px:*","https://www.rt.com/business/415695-respiratory-miner-crypto-profit/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","6sucfnhn-1"
"182","business","Diesel price hits record high of ₹62.44 per litre in Delhi","Diesel price reached a record high of ₹62.44 per litre in Delhi on Friday as international oil prices continue to rise. Meanwhile, petrol prices surged to ₹71.70 per litre, the highest since August 2014. Oil Minister Dharmendra Pradhan on Thursday remained non-committal on cutting excise duty on fuel and said the government was keeping a watch on the situation.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/19jan/inshorts_image_1516362577250_681.jpg?resize=400px:*","http://www.india.com/news/india/diesel-price-rises-to-yet-another-new-record-high-up-by-over-re-1-per-litre-in-one-week-petrol-price-moves-closer-to-rs-80-per-litre-in-mumbai-2851322/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","6sucfnhn-1"
"183","business","Air India sale to go on, but suggestions welcome: Govt","Civil Aviation Minister Ashok Gajapathi Raju has said that ""suggestions"" on Air India's disinvestment are welcome but the proposed stake sale in the national carrier will go on. This comes after reports claimed that a parliamentary panel plans to recommend that the government suspend Air India's disinvestment process and give it at least five years to revive.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/17jan/inshorts_image_1516182561941_187.jpg?resize=400px:*","http://www.hindustantimes.com/business-news/air-india-sale-to-go-on-but-suggestions-welcome-minister-ashok-gajapati-raju/story-2645wFn9zjcTn0NC76XBjN.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","6sucfnhn-1"
"184","business","Saudi pumps $2 bn into Yemen's central bank to back currency","Saudi Arabia's King Salman has ordered deposit of $2 billion into Yemen's central bank to support the country's national currency rial. This comes a day after the Yemeni Prime Minister Ahmed bin Daghr publicly appealed for funds to save the local currency. ""Saving the rial means saving Yemenis from inevitable hunger,"" the PM said on Wednesday.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/17jan/inshorts_image_1516196861368_112.jpg?resize=400px:*","https://www.rt.com/newsline/416166-saudi-arabia-yemen-deposit/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","6sucfnhn-1"
"185","business","World's most valuable liquor firm running out of liquor","China's Kweichow Moutai, the world's most valuable liquor firm, is suffering from inventory shortages caused by rising nation-wide demand. Its main brand, Flying Fairy, which should sell for 1,499 yuan (nearly ₹15,000) a bottle, is reportedly being sold for double the price. UK's Diageo, the world's second-largest liquor firm has a valuation of $89 billion compared to Moutai's $145 billion.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/18jan/inshorts_image_1516280696255_588.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2018-01-17/the-world-s-most-valuable-distiller-is-running-out-of-liquor?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","6sucfnhn-1"
"186","business","Goldman worth less than Morgan Stanley for 1st time in 11yrs","For the first time in over 11 years, US bank Goldman Sachs is worth less than its rival, Morgan Stanley. Goldman's market capitalisation fell to $95.7 billion on Wednesday, while Morgan Stanley stood at $100 billion. Goldman's shares fell after it reported 50% plunge in bond-trading income and posted its first quarterly loss in six years due to tax laws.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/18jan/inshorts_image_1516281803136_288.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2018-01-17/goldman-worth-less-than-morgan-stanley-for-first-time-in-decade?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","6sucfnhn-1"
"187","business","Sensex closes above 35,000 for the first time","Benchmark index BSE Sensex closed above the 35,000-mark for the first time ever on Wednesday, less than a month after crossing the 34,000-mark. Sensex rose 310.77 points to close at 35,081 while Nifty closed 88.10 points higher at 10,788. The markets were boosted by the government's plan to cut extra borrowing for 2017-18 to ₹20,000 crore from ₹50,000 crore. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/17jan/inshorts_image_1516183336725_987.jpg?resize=400px:*","http://www.livemint.com/Money/Mu4vucZIw797kcI7ynyLlN/Market-Live-Sensex-trades-higher-Nifty-above-10700-IT-st.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"188","business","I don't support FDI, won't partner with global firms: Ramdev","Yoga guru-turned-businessman Ramdev on Tuesday said Patanjali has no plans to enter into partnerships with any international company. He also said that Patanjali would welcome financial support if offered but doesn't support the idea of Foreign Direct Investment (FDI). Notably, a private equity fund co-owned by Louis Vuitton maker LVMH had said it's ready to invest $500 million in Patanjali.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/16jan/inshorts_image_1516098020267_785.jpg?resize=400px:*","https://www.outlookindia.com/newsscroll/patanjali-wont-enter-into-partnerships-with-global-firms-ramdev/1231152?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"189","business","All 14 types of ₹10 coin valid for transactions: RBI","The RBI on Wednesday reiterated that all 14 designs of ₹10 coin are legal tender for transactions. It said that certain traders were reluctant to accept the coin due to suspicions about their genuineness. RBI added that these coins are issued from time to time and have distinctive features reflecting various themes of economic, social, and cultural values.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/17jan/inshorts_image_1516187360451_821.jpg?resize=400px:*","http://www.livemint.com/Industry/Ei0dPhXlkkd2tiQvYD9grM/All-14-types-of-Rs-10-coin-valid-legal-tender-RBI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"190","business","Patanjali will turn into a non-profit organisation: Ramdev","Ramdev has said Patanjali will be turned into a ""non-profit"" entity, and that they have used all profits for charity since inception. ""We'll not list Patanjali on the stock exchanges. We will list Patanjali in people's hearts,"" he said. Ramdev has reportedly set up a charitable organisation, Patanjali Seva Trust, which will be the holding entity for Patanjali Group companies.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/17jan/inshorts_image_1516180052448_890.jpg?resize=400px:*","http://www.livemint.com/Companies/azRCLZeTgjBYVvjzvf1vaO/Patanjali-to-turn-into-a-nonprofit-organization-Baba-Ramde.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"191","business","IBM, Maersk form blockchain firm for international cargo","US software firm IBM and Denmark's Maersk have announced a joint venture that uses blockchain technology to track international cargo movement. The company will use distributed ledger technology behind blockchain to create an unchangeable record of transactions that can be shared real-time. Maersk, which owns the world's largest container shipping line, will be the first to use the new platform.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/17jan/inshorts_image_1516184370546_926.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2018-01-16/ibm-maersk-form-new-blockchain-company-for-international-cargo?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"192","business","Hackers steal ₹2.5 cr worth cryptocurrency from wallet firm","More than $400,000 (₹2.5 crore) worth cryptocurrency Stellar Lumens was stolen on January 13 by hackers from online wallet application BlackWallet. The hackers managed to hijack BlackWallet's hosting provider and changed the DNS settings to redirect users to a fraudulent website. Notably, Stellar Lumens is the ninth largest cryptocurrency with a market capitalisation of over ₹11.2 billion.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/15jan/inshorts_image_1516025011542_193.jpg?resize=400px:*","http://www.ibtimes.co.uk/blackwallet-hacked-over-400000-cryptocurrency-stolen-after-hackers-hijack-dns-server-1655179?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"193","business","Aadhaar breach report an 'orchestrated campaign': TRAI Chief","Telecom regulator TRAI's Chairman RS Sharma has slammed recent reports on Aadhaar database breach, calling it an ""orchestrated campaign"". He said database breach occurs when a system is weak, adding that the reported database breach was only a ""breach of trust"". No Aadhaar data has been leaked in the seven years of its existence, he added.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/16jan/inshorts_image_1516102032949_611.jpg?resize=400px:*","http://www.timesnownews.com/business-economy/economy/video/aadhaar-cards-uidai-trai-chairman-rs-sharma-security-features-slams-critics/189340?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"194","business","Diesel hits record price, petrol at highest in 41 months","Diesel price touched a record high of ₹61.74 per litre in Delhi on Monday as international oil prices continue to increase. Petrol price rose to ₹71.18 per litre, the highest since August 15, 2014. The BJP-led government had cut the excise duty on fuel only once during its tenure in October 2017, when it was reduced by ₹2 per litre.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/15jan/inshorts_image_1516020978903_929.jpg?resize=400px:*","http://www.livemint.com/Politics/WxBganW0xYsbJ0IbRKL6tM/Petrol-prices-crosses-Rs71-per-litre-diesel-prices-at-recor.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"195","business","Wholesale inflation eases to 3.58% in December","Inflation based on the Wholesale Price Index (WPI) eased to 3.58% in December from 3.93% in the previous month due to lower food inflation. As per government data, inflation in Food Articles slowed to 4.72% while fuel inflation rose to 9.16% in December. However, the retail inflation in December accelerated to a 17-month high of 5.21%.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/15jan/inshorts_image_1516004973455_997.jpg?resize=400px:*","https://www.vccircle.com/indias-wholesale-price-inflation-eases-to-3-58-in-december/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"196","business","Govt to deregister 1.2L more firms in shell firm crackdown","The government on Tuesday said it has decided to deregister 1.2 lakh more companies for various non-compliances in the crackdown on shell companies. Earlier, nearly 2.26 lakh companies were deregistered and 3.09 lakh directors associated were disqualified. Around 1,157 cases had been filed with the National Company Law Tribunal for the restoration of deregistered companies, the government added.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/16jan/inshorts_image_1516112007126_408.jpg?resize=400px:*","http://www.livemint.com/Politics/QezF00YdFhnQiv4Nb4l0wN/Shell-companies-crackdown-Govt-to-deregister-120-lakh-more.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"197","business","India recorded highest investments and exits in 2017: Report","India recorded the highest value of private equity and venture capital investments as well as exits in 2017, an Ernst & Young report said. Investments worth $26.8 billion were recorded across 589 deals, a 37% increase from previous record set in 2015. However, there were 257 exits amounting to $13 billion, which is almost double the previous high in 2016.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/17jan/inshorts_image_1516191455409_599.jpg?resize=400px:*","http://www.timesnownews.com/business-economy/economy/article/india-growth-story-investments-2017-record-year-accounting-firm-ey/189472?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"198","business","Bitcoin falls to its lowest level since December","World's largest cryptocurrency Bitcoin on Tuesday fell to its lowest level since December 4 last year. Bitcoin fell to $11,440 and is now down more than 40% from its record high of $19,700 achieved in mid-December. Further, second and third largest cryptocurrencies Ethereum and Ripple also fell more than 20% each in the past 24 hours.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/16jan/inshorts_image_1516100311454_488.jpg?resize=400px:*","https://techcrunch.com/2018/01/16/bitcoin-crypto-crashed-hard-part-deux/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"199","business","No plan to look at Air India disinvestment: AirAsia India","AirAsia India CEO Amar Abrol has ruled out any plans to participate in the proposed Air India disinvestment. He said the airline's focus will remain on building the existing brand and flying international, which is expected to happen from next year. Notably, AirAsia India is a 51:49 joint venture between Tata Sons and Malaysian carrier AirAsia.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/17jan/inshorts_image_1516176753222_151.jpg?resize=400px:*","http://www.livemint.com/Companies/EFmaj0LyFfA4NVuUUaJrcJ/AirAsia-India-says-no-plans-to-look-at-Air-India-stake.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"200","business","Nestle to sell US candy business to Nutella maker for $2.8bn","Switzerland's Nestle, the world's biggest packaged-food company, has agreed to sell its US confectionery business to Nutella maker Ferrero for $2.8 billion. Nestle said the business had about $900 million in revenue in 2016, representing about 3% of its US sales. This sale will make Italy-based Ferrero, which also makes Tic Tac and Ferrero Rocher, the world's third-largest confectionery maker.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/17jan/inshorts_image_1516174349764_293.jpg?resize=400px:*","https://www.reuters.com/article/us-nestle-m-a-ferrero/health-conscious-nestle-sells-u-s-candy-to-ferrero-for-2-8-billion-idUSKBN1F5268?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"201","business","UK's second largest construction company Carillion collapses","The UK's second-biggest construction company, Carillion, on Monday announced that it is liquidating its assets after rescue talks with government and banks failed. The company had $1.38-billion debt and an $827-million pension deficit. The UK government had employed Carillion to work on 450 projects including building and maintenance of hospitals, defence sites, and a high-speed rail line.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/16jan/inshorts_image_1516087181510_671.jpg?resize=400px:*","http://fortune.com/2018/01/15/what-you-need-to-know-about-the-collapse-of-carillion-a-u-k-construction-giant/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"202","business","French dairy firm's baby milk recall extended to 83 nations","French dairy firm Lactalis has said its recall of baby milk products due to salmonella contamination, has been extended to 83 countries from around 30. CEO Emmanuel Besnier said the company would ""pay damages to every family which has suffered a prejudice"". At least 36 cases of children falling ill after consuming Lactalis' baby formula have been reported so far.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/15jan/inshorts_image_1516001687965_361.jpg?resize=400px:*","https://in.reuters.com/article/us-france-babymilk-recall/lactalis-offers-salmonella-compensation-french-government-says-probe-continues-idINKBN1F300F?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"203","business","Ex-Andhra Bank director held in ₹5,000-crore fraud case","Former Andhra Bank director Anup Prakash Garg has been sent to a seven-day Enforcement Directorate (ED) custody in a ₹5,000-crore bank fraud case. Gujarat-based Sterling Biotech had taken loans of over ₹5,000 crore from an Andhra Bank-led consortium which turned into bad loans. Garg is suspected to have received ₹1.52 crore between 2008 and 2009 from Sterling directors.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/16jan/inshorts_image_1516106073581_395.jpg?resize=400px:*","https://www.thenewsminute.com/article/former-director-andhra-bank-sent-ed-custody-rs-5000-cr-fraud-case-74795?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"204","business","Reliance Communications to build $600-mn submarine cable","Anil Ambani-led Reliance Communications' (RCom) subsidiary Global Cloud Xchange has said it is laying a 68,000-km undersea cable at a cost of $600 million to carry data across Europe and Asia. RCom co-CEO Bill Barney said the cable is expected to be operational by third quarter of 2020 and will have a revenue potential of $1 billion per year.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/16jan/inshorts_image_1516100425979_501.jpg?resize=400px:*","http://www.hindustantimes.com/business-news/reliance-communication-to-build-600-million-submarine-cable/story-nrlZJJhLLwFIHC7EZQvsaJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"205","business","Air India to be split into four before sale: Union Minister","Union Minister Jayant Sinha has said the government will split Air India into four separate firms and offer to sell at least 51% in each of them. The core airline business, Air India and low-cost subsidiary Air India Express, will be offered as one company, he added. He further said the sale will be completed by end of 2018.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/15jan/inshorts_image_1516012087118_955.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2018-01-15/india-to-split-flag-carrier-into-four-separate-firms-for-sale?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"206","business","HDFC crosses ₹3 trillion market cap for the first time","Mortgage lender HDFC's market capitalisation crossed ₹3 trillion ($47 billion) for the first time on Monday. The company's shares rose nearly 6% after it announced a ₹13,000-crore fundraising plan. While six other companies crossed this milestone earlier, Reliance Industries is the most valued Indian firm with a market value of ₹6 trillion ($94 billion).","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/15jan/inshorts_image_1516026259566_512.jpg?resize=400px:*","http://www.livemint.com/Money/qr7Z2JZqlSzXk4bYh3piuI/HDFC-shares-jump-over-6-as-board-approves-fundraising-plan.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"207","business","Hindustan Unilever crosses ₹3 tn market cap for 1st time","FMCG major Hindustan Unilever's (HUL) market capitalisation crossed ₹3 trillion for the first time on Tuesday, making it the eighth Indian company to achieve this milestone. The company's shares have surged 66% in the last one year. Notably, Reliance Industries is the most valued Indian firm with a market capitalisation of ₹5.9 trillion.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/16jan/inshorts_image_1516087477351_786.jpg?resize=400px:*","http://www.livemint.com/Money/423U3Gi7x7HCWr68nU8ebN/Hindustan-Unilever-becomes-eighth-company-to-cross-Rs3-trill.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"208","business","India's trade deficit widens to over 3-year high in December","Led by a surge in gold and crude imports, India's trade deficit, the gap between exports and imports, widened to its highest in over three years in December. The trade deficit stood 41.1% higher compared to the previous year at $14.88 billion, while the deficit was at $13.83 billion in November. Gold imports by India surged 71.5% to $3.4 billion.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/16jan/inshorts_image_1516101885769_703.jpg?resize=400px:*","https://www.vccircle.com/trade-deficit-at-three-year-high-as-crude-gold-imports-weigh/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"209","business","Have aggressive plans to monetise rail assets: Minister","Railway Minister Piyush Goyal has said that the government has ""aggressive plans"" to monetise Railways' land and station assets. He added that he would be ""satisfied"" with any amount of capital allocation to Railways in the upcoming budget. He further said the government is planning to extend the lease period for Railways' land assets from 45 years to 99 years.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/15jan/inshorts_image_1516028081290_719.jpg?resize=400px:*","http://www.businesstoday.in/current/economy-politics/focusing-on-rail-funds-from-monetisation-and-not-budget-says-piyush-goyal/story/267998.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"210","business","EU mulls removing Panama, UAE from tax haven blacklist","The European Union (EU) is considering a proposal to remove eight jurisdictions including Panama, the UAE, and South Korea from the 17-member tax haven blacklist it adopted last month. The eight jurisdictions could be moved to the 'grey list' which includes nations that have committed to change rules on tax transparency and cooperation. Currently, the 'grey list' includes 47 jurisdictions.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/16jan/inshorts_image_1516109601112_149.jpg?resize=400px:*","https://www.reuters.com/article/us-eu-taxavoidance-blacklist/eu-to-remove-panama-korea-uae-5-others-from-tax-haven-blacklist-idUSKBN1F4235?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"211","business","Govt to invite fresh applications for RBI Deputy Guv post","The government will invite fresh applications for the Reserve Bank of India's (RBI) Deputy Governor post although interviews were conducted last year, according to reports. The position remained vacant after SS Mundra retired after his three-year term on July 31, 2017. Notably, the RBI has four Deputy Governors– two from within the organisation, an economist, and a commercial banker.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/15jan/inshorts_image_1516009472563_301.jpg?resize=400px:*","http://www.businesstoday.in/sectors/banks/rbi-deputy-governor-ss-mundra-urjit-patel-bank-recruitment/story/268053.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"212","business","Crypto hedge funds saw over 1,100% returns in 2017","Nine cryptocurrency hedge funds, tracked by research firm Eurekahedge, gave combined returns of 1,167% in 2017 compared to Bitcoin's 1,400% gain. In contrast, hedge funds globally returned 8% on average. However, the Altana Digital Currency Fund, which gained nearly 1,500% last year, had warned its clients that they should invest only an amount they can afford to lose.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/16jan/inshorts_image_1516093157182_226.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2018-01-16/crypto-hedge-funds-soar-more-than-1-000-as-bubble-debate-rages?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"213","business","Reliance to invest ₹5,000 cr in West Bengal: Mukesh Ambani","Reliance Industries Chairman Mukesh Ambani on Tuesday said his company will invest ₹5,000 crore in West Bengal in businesses such as petroleum and retail over the next three years. The company will also manufacture mobile phones and set-top boxes in West Bengal, he added. Reliance Industries has already invested ₹15,000 crore in the state's telecom business through Jio.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/16jan/inshorts_image_1516106082798_686.jpg?resize=400px:*","http://www.livemint.com/Companies/afHajRbzKTJjRmH6HlK49H/Reliance-Industries-to-invest-Rs5000-crore-in-West-Bengal.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","zs52sdx1-1"
"214","business","Zuckerberg loses 4th richest person's spot to Zara Founder","Facebook CEO Mark Zuckerberg has lost his place as the world's fourth-richest person to Zara Founder Amancio Ortega. Zuckerberg's fortune fell by $3.3 billion on Friday after he revealed plans to shift users' News Feed towards content from family and friends, instead of content from publishers and businesses. Facebook shares tumbled nearly 4.5%, reducing Zuckerberg's fortune to $74 billion.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/13jan/inshorts_image_1515829015192_166.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2018-01-12/zuckerberg-s-change-of-heart-just-cost-facebook-ceo-2-9-billion?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","qbov3fjp-1"
"215","business","Government resumes production of coins at slower rate","The government has revoked its decision to halt production of coins, and has asked all the four mints in the country to restart production, but at a slower pace. As per reports, the RBI had given an indent of 771 crore coin pieces to the government mints for this fiscal, of which 590 crore units have already been produced. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/13jan/inshorts_image_1515845206643_709.jpg?resize=400px:*","https://www.outlookindia.com/newsscroll/govt-resumes-coin-production-mints-to-work-at-slow-pace/1229272?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","qbov3fjp-1"
"216","business","GDP growth not justifiable unless benefits reach farmers: FM","Finance Minister Arun Jaitley on Sunday said the country's GDP growth is not ""justifiable and equitable"" unless the benefits are ""clear and evident"" in the agriculture sector. Agri-sector is the top priority as the maximum population is dependent on it, he added. Notably, the government has pegged agriculture and allied sector growth at 2.1% this fiscal from 4.9% in 2016-17.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/14jan/inshorts_image_1515937887540_628.jpg?resize=400px:*","http://www.hindustantimes.com/business-news/gdp-growth-not-justifiable-unless-benefits-reach-farmers-says-arun-jaitley/story-rotEAHiOjb2Uai0JXYg5pI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","qbov3fjp-1"
"217","business","Bitcoin rival Ethereum hits new high of $1,430","Bitcoin rival and world's second largest cryptocurrency Ethereum on Saturday reached a fresh all-time high of $1,430 (₹91,000). It has surged nearly 90% so far this year, adding about $65 billion to its market capitalisation. Ethereum now comprises over 18% of the total crypto market and has a market capitalisation of $138 billion, compared to Bitcoin's $235 billion.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/14jan/inshorts_image_1515918984162_762.jpg?resize=400px:*","https://www.forbes.com/sites/cbovaird/2018/01/13/ether-most-promising-crypto-hits-fresh-all-time-high/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle#6f3b814536ea ","qbov3fjp-1"
"218","business","Rajesh Murthy steps down as Infosys President","Infosys President Rajesh Murthy has resigned from his post citing personal reasons. The resignation of Murthy, who has been with the company for 26 years, marks the first senior-level exit after Salil Parekh took charge as Infosys CEO and MD. Murthy was one of the top paid executives at Infosys last year, being paid a remuneration of over ₹14 crore.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/13jan/inshorts_image_1515849552722_856.jpg?resize=400px:*","http://www.newindianexpress.com/business/2018/jan/12/rajesh-murthy-to-step-down-as-infosys-president-on-january-31-1752093.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","qbov3fjp-1"
"219","business","IDFC Bank announces merger with Capital First","IDFC Bank has said its board has approved a takeover of financial firm Capital First in a share swap deal. Shareholders of Capital First will get 139 shares of IDFC Bank for every 10 held. The merger will form a combined entity with assets under management of ₹88,000 crore, branch network of 194 and customer base of over 5 million. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/13jan/inshorts_image_1515834485976_849.jpg?resize=400px:*","https://www.bloombergquint.com/markets/2018/01/13/idfc-banks-board-approves-merger-with-capital-first?utm_source=izooto&utm_medium=push_notification&utm_campaign=IDFC%20Bank%20Capital%20First%20Announce%20Merger&utm_content=&utm_term=&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","qbov3fjp-1"
"220","business","Will not be at Infosys a day longer than required: Nilekani","Infosys Chairman Nandan Nilekani has said he will be at Infosys ""as long as required, not a day longer."" Nilekani was brought back to the company in August last year, following the resignation of then CEO Vishal Sikka and ex-Chairman R Seshasayee after a boardroom tussle. Nilekani also said new CEO Salil Parekh had brought stability to the company.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/13jan/inshorts_image_1515835065182_444.jpg?resize=400px:*","http://www.newindianexpress.com/business/2018/jan/12/will-be-there-as-long-as-im-needed-not-a-day-longer-says-infosys-non-executive-chairman-nandan-ni-1752162.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","qbov3fjp-1"
"221","business","How much is the share of Bitcoin, Ripple in crypto market?","Bitcoin's share in the total cryptocurrency market capitalisation has slipped to a record low of about 32.5%, compared with 84.7% a year ago. The market share of Bitcoin's rival cryptocurrency Ripple is at about 10.86% while Ethereum now comprises nearly 17.34% of the total cryptocurrency market valuation. The market share of Bitcoin Cash is at about 6.06%.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/13jan/inshorts_image_1515840666485_819.jpg?resize=400px:*","https://www.rt.com/business/415441-bitcoin-sinking-china-korea/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","qbov3fjp-1"
"222","business","Govt may absorb Air India employees into public sector firms","The government is reportedly considering providing Air India employees with the option of joining other public sector companies, as it moves ahead with the airline's privatisation. The possibility of Voluntary Retirement Scheme (VRS) for the employees is also under consideration, reports said. The government has now allowed up to 49% foreign investment in Air India with government approval.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/14jan/inshorts_image_1515931709839_838.jpg?resize=400px:*","http://www.livemint.com/Companies/qJkkxWLYwvPqVCu8THI33H/Air-India-stake-sale-Govt-mulls-absorbing-employees-in-PSUs.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","qbov3fjp-1"
