"ind","catg","headline","body","imageurl","readmoreurl","inblockId"
"113","politics","FIR against Mamata over remarks on Assam citizen register","The Assam Police has registered a case against West Bengal CM Mamata Banerjee for allegedly making inflammatory remarks over the updating of the National Register of Citizens in the northeastern state. Alleging that it was a conspiracy to drive out Bengali-speaking people from Assam, Mamata had said, ""If there is trouble in Assam, there will be trouble in Bengal.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/4jan/inshorts_image_1515079307642_237.jpg?resize=400px:*","http://www.hindustantimes.com/india-news/assam-police-registers-case-against-mamata-banerjee-over-nrc-remark/story-3tT2PCLLKD91qwdaJfSINP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"114","politics","Gay people will be punished only if they flaunt it: Swamy","BJP leader Subramanian Swamy on Monday said that only those who flaunt their sexual orientation are punished under Section 377, which criminalises homosexuality. ""As long as they don't celebrate it, don't flaunt it, don't create gay bars to select partners it's not a problem,"" he added. This comes after the Supreme Court ordered a review of Section 377. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/8jan/inshorts_image_1515408022035_748.jpg?resize=400px:*","https://twitter.com/ANI/status/950301318622543872?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"115","politics","Hindus should vote for me, Muslims for Cong: BJP candidate","Speaking at a campaign for Lok Sabha bypolls in Alwar, BJP candidate Jaswant Singh Yadav on Tuesday said Hindus should vote for him and Muslims should vote for the Congress. Yadav, who is a minister in the Rajasthan Cabinet, said that Muslims in Mewat told him they would not vote for the BJP as it is a ""party for Hindus"".","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/10jan/inshorts_image_1515576211759_752.jpg?resize=400px:*","http://indiatoday.intoday.in/story/rajasthan-minister-and-alwar-lok-sabha-bypoll-candidate-says-hindus-should-vote-for-bjp-muslims-to-congress/1/1127359.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"116","politics","The government is targeting us: Dalit leader Jignesh Mevani","Conducting the Yuva Hunkar rally in Delhi despite being denied permission, Gujarat MLA Jignesh Mevani on Tuesday said, ""The government is targeting us, an elected representative is not being allowed to speak"". ""When did Delhi become so undemocratic?"" he questioned. The rally seeks to raise the demand for the release of Dalit outfit Bhim Army's founder Chandrashekhar Azad.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/9jan/inshorts_image_1515505796197_388.jpg?resize=400px:*","http://www.hindustantimes.com/delhi-news/jignesh-mevani-rally-in-delhi-live-dalit-leader-may-hold-rally-at-parliament-street-despite-no-permission/story-64fIHEdXawDWTllYkYoIDO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"117","politics","Lalu's sentence will not impact our ties with RJD: Congress","The Bihar Congress on Saturday asserted that RJD chief Lalu Prasad Yadav's conviction in the fodder scam case will not impact the Congress-RJD alliance in the state. The Congress respects the judicial process and will continue to do so in future, Congress Bihar unit chief Kaukab Qadri said. Yadav was sentenced to 3.5 years in jail following his conviction.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/7jan/inshorts_image_1515321280412_467.jpg?resize=400px:*","http://www.hindustantimes.com/india-news/lalu-prasad-s-sentence-will-not-impact-rjd-s-ties-with-us-congress/story-9UGMMjyghX64RCvb1xPvKO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"118","politics","There is a lot you can learn from us: Karnataka CM to Yogi","'Welcoming' Uttar Pradesh CM Yogi Adityanath to Karnataka, CM Siddaramaiah said Adityanath could learn a lot from the state. He asked Adityanath to visit Karnataka's Indira Canteens to address the starvation deaths reported in UP. Slamming Siddaramaiah over farmer suicides in Karnataka, Adityanath tweeted, ""As UP CM I am working to undo the misery and lawlessness unleashed by your allies.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/8jan/inshorts_image_1515402868198_692.jpg?resize=400px:*","http://indiatoday.intoday.in/story/karnataka-election-siddaramaiah-yogi-adityanath-bjp-congress/1/1125647.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"119","politics","TN needs strong leadership: Rahman on Rajini's new party","Commenting on actor Rajinikanth's entry into politics with his own party, music composer AR Rahman said, ""It doesn't matter who comes in, whether it's Rajinikanth or not, (Tamil Nadu) needs strong leadership."" Rahman further said, ""We need a leader who can cater to the needs of people in bettering infrastructure, music, and arts, and make lives better for all farmers.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/5jan/inshorts_image_1515162707618_383.jpg?resize=400px:*","http://www.hindustantimes.com/regional-movies/welcoming-rajinikanth-in-politics-ar-rahman-feels-tamil-nadu-needs-strong-leadership/story-Ng8igUyKk3zTzc9P65s00J.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"120","politics","Startup claims Rajinikanth's hand symbol similar to its logo","A Mumbai-based startup, VoxWeb, has claimed that the hand symbol used by actor Rajinikanth was similar to its brand's logo, but with the left thumb free. The symbol, seen as the actor's trademark gesture, has figured prominently since he announced plans to launch a political party. The startup said they would ask the actor's team to make some alterations. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/7jan/inshorts_image_1515337074838_801.jpg?resize=400px:*","http://indiatoday.intoday.in/story/rajini-hand-symbol-similar-to-ours-mumbai-startup/1/1125441.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"121","politics","AAP Rajya Sabha candidate’s nomination put on hold","The nomination of Narayan Dass Gupta, one of AAP's three Rajya Sabha candidates, has been put on hold till Monday by the Returning Officer. This comes after the Congress filed an objection against him, alleging Gupta held an office of profit. The AAP dismissed the charge, saying the Congress was trying to gain ‘cheap publicity’. \n\n","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/8jan/inshorts_image_1515405858301_108.jpg?resize=400px:*","http://www.hindustantimes.com/india-news/nomination-of-aap-s-rajya-sabha-pick-put-on-hold/story-BKCNCGrvBESQeYoyyhLlAK.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"122","politics","Kejriwal sold 2 Rajya Sabha tickets for ₹100 crore: BJP MP","BJP MP Parvesh Verma on Wednesday claimed that Delhi Chief Minister and AAP chief Arvind Kejriwal sold two of the party's three Rajya Sabha seats for ₹100 crore. He further challenged Kejriwal to undergo a narcotics test. Opposing the AAP's decision to select two ""outsiders"" as its Rajya Sabha nominees, several former party leaders accused it of corruption.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/4jan/inshorts_image_1515065346167_737.jpg?resize=400px:*","http://www.timesnownews.com/india/article/aam-aadmi-party-arvind-kejriwal-rajya-sabha-rs-100-crore-bharatiya-janata-party-parvesh-verma-delhi-narco-test-kumar-vishwas-vishvas-sanjay-singh/185129?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"123","politics","Rahul's Bahrain speech irresponsible, spreading hatred: BJP","Calling Congress President Rahul Gandhi's speech in Bahrain irresponsible, BJP leader and Union Minister Ravi Shankar Prasad on Tuesday alleged that he was spreading hatred among Indians with his speeches abroad. Addressing the Indian diaspora in Bahrain, Gandhi had said the BJP-led NDA government is converting the anger of unemployed youth into hatred among communities. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/9jan/inshorts_image_1515513290545_321.jpg?resize=400px:*","http://www.hindustantimes.com/india-news/rahul-gandhi-s-speech-in-bahrain-irresponsible-bjp/story-3ACKk3zmS4P007ItQeWNON.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"124","politics","Karnataka nothing more than an ATM for Congress: UP CM Yogi","Accusing the Congress government in Karnataka of being disconnected from development, Uttar Pradesh CM Yogi Adityanath has said ""the state is nothing more than an ATM for the Congress and it will use the state in this way."" Adityanath further urged the people to vote for BJP in the upcoming Assembly elections to get the benefits of central schemes. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/7jan/inshorts_image_1515331261292_963.jpg?resize=400px:*","http://www.hindustantimes.com/india-news/karnataka-just-an-atm-for-congress-yogi-adityanath/story-5EeQ2ltb3grImfAwDLYNOP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"125","politics","Illegal extensions at Shatrughan's Mumbai residence razed","The Brihanmumbai Municipal Corporation (BMC) has razed illegal extensions at BJP MP Shatrughan Sinha's 'Ramayan' residence in Mumbai's Juhu. An official said that several structures including a puja room and a terrace bathroom were constructed at his residence in violation of the approved plan. A police complaint will be filed against Sinha, he added. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/9jan/inshorts_image_1515483863726_349.jpg?resize=400px:*","http://www.newindianexpress.com/entertainment/2018/jan/09/bmc-razes-illegal-extensions-in-shatrughan-sinhas-residence-1748512.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"126","politics","Meghalaya Cong govt set to depart in 2018: Amit Shah","Extending ""special new year greetings"" to the people of Meghalaya on Saturday, BJP President Amit Shah said he knows the Congress government in the state will depart and BJP will form the government this year. BJP government in Meghalaya means the overall development of the state, he added. He is on a three-day visit to poll-bound Meghalaya and Tripura.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/6jan/inshorts_image_1515240612576_367.jpg?resize=400px:*","https://www.aninews.in/news/national/general-news/meghalaya-cong-govt-to-depart-in-2018-shah201801061510100001/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"127","politics","Jignesh Mevani‏ calls PM Modi world's best actor","Taking a jibe at PM Narendra Modi, Gujarat MLA Jignesh Mevani tweeted a video of PM Modi captioned, ""Nostradamus predicted that In 21st century world's best actor will be from India. #BhimaKoregaon #NarendraModiLies #FakeDalitPrem"". The video shows PM Modi speaking about the rights of Dalits. Meanwhile, an FIR has been filed against Mevani for creating communal disharmony through his speech.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/5jan/inshorts_image_1515136810982_436.jpg?resize=400px:*","https://twitter.com/jigneshmevani80/status/948744886299197440?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"128","politics","Opposition boycotts TN Governor's maiden address in Assembly","Opposition parties including the DMK and Congress on Monday staged a walkout during Tamil Nadu Governor Banwarilal Purohit's maiden address in the state Assembly. Accusing the Governor of allowing a minority government to remain in office, the parties have demanded he hold a floor-test to ascertain the ruling AIADMK's majority in the legislature following the disqualification of 18 AIADMK MLAs. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/8jan/inshorts_image_1515403868897_900.jpg?resize=400px:*","http://www.hindustantimes.com/tamil-nadu/oppn-boycotts-tn-governor-s-address-in-assembly-questions-rationale-behind-letting-minority-govt-rule/story-gSmfsRLOgtyTg1t3bmzB6O.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"129","politics","Rahul Gandhi visits Bahrain on 1st foreign trip as Cong Prez","Congress President Rahul Gandhi on Monday reached Bahrain, his first foreign visit as party chief, as part of his outreach to the Indian diaspora. He met Crown Prince Salman bin Hamad Al Khalifa and discussed ways to develop cricket ties between the two countries. Gandhi is accompanied by several Congress leaders including Shashi Tharoor, Sam Pitroda, and Milind Deora.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/8jan/inshorts_image_1515432034479_765.jpg?resize=400px:*","http://www.hindustantimes.com/india-news/live-congress-president-rahul-gandhi-addresses-nri-conclave-in-bahrain/story-6EfhTlWgOuxBLQsi9QVeJL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"130","politics","After Triple Talaq victim Ishrat Jahan, her lawyer joins BJP","Days after Triple Talaq victim Ishrat Jahan joined the BJP, her lawyer and activist Nazia Elahi Khan also joined the party on Thursday. Jahan was one of the five petitioners in the case against instant Triple Talaq, which was banned by the Supreme Court in August 2017. Jahan's husband had divorced her over the phone from Dubai in 2014. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/4jan/inshorts_image_1515079306233_243.jpg?resize=400px:*","https://twitter.com/ANI/status/948886434433310721?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"131","politics","Kashmir problem due to Jawaharlal Nehru's misadventures: BJP","Reacting to Congress leader P Chidambaram's criticism of the government's policy on J&K, BJP spokesperson Sambit Patra on Sunday said, ""The problem of Jammu and Kashmir is misgiving of the first Prime Minister Jawaharlal Nehru's misadventures."" Earlier, Chidambaram had slammed the government, saying that its militaristic approach to the Kashmir situation had failed to end militancy and insurgency.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/7jan/inshorts_image_1515342306182_186.jpg?resize=400px:*","http://www.newindianexpress.com/nation/2018/jan/07/jawaharlal-nehru-responsible-for-kashmir-mess-bjp-1747131.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"132","politics","PM Modi, UP CM won't return to power: Akhilesh on Noida jinx","Referring to PM Narendra Modi and Uttar Pradesh CM Yogi Adityanath's recent visit to Noida, Samajwadi Party President Akhilesh Yadav suggested they will not be returning to power. Stating that he believed the jinx that whoever visited Noida would lose power, Yadav said its impact will be seen now. During his tenure as UP CM, Yadav had not visited Noida. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/7jan/inshorts_image_1515341102504_524.jpg?resize=400px:*","https://www.outlookindia.com/website/story/wait-for-the-noida-jinx-effect-akhilesh-yadav-tells-modi-and-yogi/306538?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"133","politics","Not thinking of an alliance with any party: Akhilesh Yadav","Samajwadi Party chief Akhilesh Yadav has said he is not thinking of an alliance with any party and is working on strengthening the party’s vote bank. ""It (alliance talks and seat negotiations) wastes a lot of time and I don’t want to be in confusion (over seats),"" he added. However, he said he was open to ""friendships"" with like-minded parties. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/10jan/inshorts_image_1515570506181_298.jpg?resize=400px:*","http://www.hindustantimes.com/india-news/strengthening-party-is-priority-no-alliance-as-of-now-akhilesh-yadav/story-JB4xpxQGBBuKSDTWPd3SXL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","bkfpex7d-1"
"134","politics","Triple Talaq petitioner Ishrat Jahan joins BJP","Ishrat Jahan, one of the five Muslim women who petitioned against the practice of instant Triple Talaq, was inducted into the BJP on Saturday, the party's West Bengal General Secretary Sayantan Basu said. Jahan had moved the Supreme Court after her husband broke their 15-year marriage by uttering 'talaq' thrice over a phone call from Dubai.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/inshorts_image_1514784295177_562.jpg?resize=400px:*","https://www.thequint.com/news/politics/triple-talaq-ishrat-jahan-joins-bjp?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"135","politics","There is nothing Rajni Kant, tweets user","After actor Rajinikanth announced his entry into politics, a user tweeted, ""Normal people go to party on new year...rajnikanth form party on new year."" A tweet read, ""I am just waiting for the replication of Shivaji- The Boss in the real world,"" while another user wrote, ""There are two types of people...Rajinikanth to join Politics..Politics to join Rajinikanth.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/31dec/inshorts_image_1514705673330_770.jpg?resize=400px:*","https://repository.inshorts.com/full-page/inshorts/3ccc161c-d818-4b55-bb50-b01724c22c18?type=DETAILED_NEWS&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"136","politics","Lyca Productions' Creative Head quits to join Rajini's party","Raju Mahalingam, the Creative Head of Lyca Productions which is producing Rajinikanth starrer '2.0', has resigned from his post to join Rajinikanth's newly announced party. ""Rajinikanth is known for his simplicity, honesty and straight-forwardness. I think that's the need of the hour,"" he said. Raju added he has registered just as a party member and doesn't hold any position yet.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/3jan/inshorts_image_1514967449235_764.jpg?resize=400px:*","http://indiatoday.intoday.in/story/rajinikanth-political-party-2-0-producer-raju-mahalingam/1/1122535.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"137","politics","Rajinikanth launches website, urges fans to come together","A day after announcing plans to form a political party, actor Rajinikanth on Monday launched a new website and urged his fans to register with their names and Voter ID numbers. Thanking his fans for accepting his entry into politics, he asked them to come together as one organisation to bring about a good change in Tamil Nadu politics.  ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/inshorts_image_1514813404896_971.jpg?resize=400px:*","https://twitter.com/superstarrajini/status/947792973114220545?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"138","politics","Rajinikanth will be part of NDA for 2019 polls: TN BJP chief","Tamil Nadu BJP President Tamilisai Soundararajan has said that actor Rajinikanth will be a part of the BJP-led National Democratic Alliance for the 2019 Lok Sabha elections. However, Rajinikanth maintained that he will take his stand for the Lok Sabha elections ""when the time comes"". The actor recently announced plans to contest all 234 seats in the state Assembly elections.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/inshorts_image_1514815882480_679.jpg?resize=400px:*","http://www.india.com/news/india/rajinikanth-will-be-part-of-nda-for-2019-lok-sabha-elections-says-tamil-nadu-bjp-chief-2822496/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"139","politics","Welcome brother: Kamal on Rajinikanth's entry into politics","Congratulating Rajinikanth on his entry into politics, actor Kamal Haasan said, ""I congratulate my brother Rajini for his social consciousness and his political entry. Welcome welcome."" Haasan, who has also expressed his interest in joining politics, has met various political leaders like Kerala CM Pinarayi Vijayan and Delhi CM Arvind Kejriwal in the last few months in this regard.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/31dec/inshorts_image_1514702560545_430.jpg?resize=400px:*","https://www.thenewsminute.com/article/kamal-haasan-welcomes-brother-rajinikanths-political-entry-73970?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"140","politics","Kejriwal said he'll kill me, not let me be martyr: Vishwas","Slamming Delhi CM Arvind Kejriwal over not being chosen as AAP's Rajya Sabha nominee, Kumar Vishwas said, ""A smiling Kejriwal had said that he will kill me, but will not let be a martyr."" Adding that he was punished for speaking the truth, Vishwas said, ""My request now is to let the dead body be, it's a rule of war.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/3jan/inshorts_image_1514973450193_529.jpg?resize=400px:*","http://indiatoday.intoday.in/story/a-martyr-today-even-a-war-has-rules-kumar-vishwas-lashes-out-at-aap-leadership-over-rajya-sabha-snub/1/1122627.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"141","politics","Triple Talaq bill won't protect Muslim women: Mamata","Slamming the bill criminalising instant Triple Talaq, West Bengal Chief Minister Mamata Banerjee claimed it was not designed to protect Muslim women. ""Rather, it will cause unnecessary trouble. The BJP is indulging in politics with it,"" she said. The Rajya Sabha on Wednesday was adjourned amid opposition parties' demand that the bill be sent to a Select Committee.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/3jan/inshorts_image_1514980643432_267.jpg?resize=400px:*","http://www.hindustantimes.com/kolkata/triple-talaq-bill-won-t-protect-muslim-women-mamata-banerjee/story-VX3VgCVp6iPtgI6GkczN3O.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"142","politics","Gujarat Deputy CM Nitin Patel gets finance portfolio","Gujarat Deputy CM Nitin Patel on Sunday was allotted the Finance Ministry amid reports that he was unhappy with the portfolios assigned to him in the new government. He claimed he was given assurance by BJP President Amit Shah that he will be given portfolios suitable to his ""stature"". Saurabh Patel was initially assigned the Finance Ministry.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/31dec/inshorts_image_1514723718960_728.jpg?resize=400px:*","https://twitter.com/ANI/status/947436880697573376?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"143","politics","Four Meghalaya MLAs quit state Assembly to join BJP","Four MLAs, including one from the ruling Congress, resigned as members of the Meghalaya Assembly and joined the BJP on Tuesday. The strength of Congress in the 60-member Assembly has now come down to 23. Last month, eight MLAs, including five from Congress, had quit from the Assembly to reportedly join a BJP ally.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/2jan/inshorts_image_1514901451373_906.jpg?resize=400px:*","http://www.hindustantimes.com/india-news/four-meghalaya-mlas-including-one-from-ruling-congress-join-bjp/story-H4PKzP0f3OeCIGa9JB4OwL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"144","politics","What if PM is Tamil? Tharoor on Hindi as official UN lang","Opposing the Centre's bid to make Hindi an official UN language, Congress MP Shashi Tharoor questioned why a potential Prime Minister from Tamil Nadu or West Bengal should be forced to speak in Hindi at the UN. He further pointed out that while Hindi enjoyed the status of an official language in India, it was not a national language.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/3jan/inshorts_image_1514990369862_862.jpg?resize=400px:*","https://www.thenewsminute.com/article/what-if-we-have-tamil-pm-tharoor-opposes-bid-make-hindi-official-un-language-74117?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"145","politics","Congress has double standards on Triple Talaq bill: Jaitley","Finance Minister Arun Jaitley has accused Congress of having double standards regarding the Triple Talaq bill and trying to stall it in the Rajya Sabha after supporting it in the Lok Sabha. This comes after Congress demanded that the bill be sent to a parliamentary committee. ""The House is taken by surprise that a motion is suddenly moved,"" Jaitley added.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/3jan/inshorts_image_1514978370843_175.jpg?resize=400px:*","http://www.newindianexpress.com/nation/2018/jan/03/congress-has-double-standards-on-triple-talaq-bill-finance-minister-jaitley-1743274.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"146","politics","Gujarat Dy CM Nitin Patel to take charge after portfolio row","Gujarat Deputy CM Nitin Patel has said he will take charge after BJP President Amit Shah assured him that he will be assigned portfolios suitable to his ""stature"". Patel, who had handled Finance and Urban Development departments in the previous government, was reportedly upset after being allotted road and building, health, medical education among other departments in the new government. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/31dec/inshorts_image_1514724441494_792.jpg?resize=400px:*","http://www.hindustantimes.com/india-news/gujarat-govt-formation-sulking-nitin-patel-agrees-to-take-charge-as-amit-shah-placates-him/story-zR28oae59vB4c5az0oDzcL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"147","politics","Andhra CM warns MPs, MLAs not to participate in cockfights","Andhra Pradesh Chief Minister N Chandrababu Naidu has warned his party MPs and MLAs against indulging in cockfights during Sankranti. He said those who participate in the gambling sport and damage the party's reputation would not be given a party ticket in the upcoming general elections. Cockfights were banned in the state by the Hyderabad High Court in 2014. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/31dec/inshorts_image_1514715040650_975.jpg?resize=400px:*","https://www.thenewsminute.com/article/chandrababu-warns-tdp-mps-and-mlas-take-not-part-cockfights-73968?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"148","politics","Cong to consult other parties to decide on Triple Talaq bill","Congress will consult other opposition parties before taking a decision on the bill banning instant Triple Talaq. Reportedly, the party might press for amendments in the bill, including a clause for maintenance to the Muslim women. The meeting is likely to be convened by Leader of Opposition in Rajya Sabha Ghulam Nabi Azad in the Parliament chamber.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/2jan/inshorts_image_1514881714003_775.jpg?resize=400px:*","http://www.newindianexpress.com/nation/2018/jan/01/triple-talaq-bill-congress-to-consult-other-opposition-parties-before-taking-decision-1741997.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"149","politics","Amit Shah's magic won't work in Karnataka: CM Siddaramaiah ","As BJP President Amit Shah arrived in Bengaluru on Sunday, Karnataka CM Siddaramaiah said his magic will not work in the state. Shah has gone to the Congress-ruled Karnataka to strategise with state party leaders ahead of the Assembly elections in 2018, reports said. He is expected to meet all BJP MLAs and MPs during his visit. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/inshorts_image_1514807011574_157.jpg?resize=400px:*","http://indiatoday.intoday.in/story/amit-shah-bjp-siddaramiah-congress-karnataka-election/1/1121063.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"150","politics","PM, Cong different like hair of moustache, tail: Minister","Stating that there was no comparison between PM Narendra Modi and Congress leaders, Union Minister Narendra Singh Tomar on Saturday said the two were as different as the hair of moustache and tail. The minister, who was addressing a gathering of BJP workers in Madhya Pradesh, added that Congress leaders would take a long time to become like PM Modi.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/inshorts_image_1514807468441_216.jpg?resize=400px:*","https://www.aninews.in/news/national/general-news/narendra-singh-tomars-atypical-dig-at-congress-leaders201801011118300001/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"151","politics","Not PM, Saudi authorities allowed women on Haj alone: Owaisi","Rejecting PM Narendra Modi's claim that his government made it possible for Muslim women to go on Haj without male guardianship, AIMIM chief Asaduddin Owaisi said the regulation was passed by the Saudi Haj authorities many years ago. It is God's grace that Taj Mahal was already built, PM Modi would have claimed he constructed it as well, he added.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/2jan/inshorts_image_1514899037322_467.jpg?resize=400px:*","https://www.outlookindia.com/website/story/pm-wants-to-take-credit-everywhere-male-guardian-requirement-for-haj-scrapped-lo/306285?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"152","politics","AAP names its three nominees for Rajya Sabha elections","The AAP has named its national spokesperson Sanjay Singh, social activist Sushil Gupta, and former President of Institute of Chartered Accountants of India ND Gupta as its three nominees for the Rajya Sabha elections. Slamming the party's decision, AAP leader Kumar Vishwas said that only Delhi Chief Minister Arvind Kejriwal's words mattered in the party.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/3jan/inshorts_image_1514990227681_936.jpg?resize=400px:*","https://www.thequint.com/news/india/sanjay-singh-sushil-gupta-aap-rajya-sabha-nominees-kejriwal?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"153","politics","He is illiterate: Swamy on Rajinikanth's entry into politics","BJP leader Subramanian Swamy on Sunday slammed actor Rajinikanth's decision to enter politics and called him an illiterate. ""One more film star is entering politics, so what is the fuss about?"" he questioned. Swamy further claimed that Rajinikanth will ""run away"" after forming his party and starting a discourse on anti-corruption issues.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/31dec/inshorts_image_1514708678764_809.jpg?resize=400px:*","https://www.aninews.in/news/national/general-news/swamy-calls-rajinikanth-illiterate-mocks-his-decision-of-joining-politics201712311007490004/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
"154","politics","Army men die everyday: BJP MP on Pulwama attack","Speaking on the Pulwama attack in which five security personnel were martyred, BJP MP Nepal Singh said, ""Soldiers in the Army die every day."" Stating that even villagers get injured during scuffles, Singh added that there is no country in the world where soldiers do not die during battles. He later said he did not intend to insult the Army.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/2jan/inshorts_image_1514880047720_191.jpg?resize=400px:*","https://twitter.com/ANI/status/948025068239536128?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ds2rnbp4-1"
